"CandidateID","FullName","BallotName","ElectoralDistrict","Sex","DataQuality","LastUpdated"
"221 ","Mohammed Karim Dawood Hassan Rkib- awi","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"259 ","Mohammed Karim Jassim Breim","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mohammed Karim Mutasher Aziz Al-Hayyai","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"221 ","Mohammed Kazem NayefMatar","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"245 ","Mohammed Kazem Salman Lafta Al-Jirn I","Canon's secr- ets",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mohammed Khadir Abbas Mohammed Al-Sandouqji","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"241 ","Mohammed Khadnali Saleh Al- Ahmadi","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"270 ","Mohammed Khalaf Hashim Abdul-Sada Al-Majbali","Iraq Reform Party",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mohammed Khaled Mohammed Kh- aled","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"270 ","Mohammed Khalil Ibrahim Matroud Al-Jaafari","Iraq Reform Party",,"Male","OK","2025-10-15 10:25:06"
"272 ","Mohammed Khalil Tamish Finsh Al-Ibrahim","The Arab Project, Iraq",,"Male","OK","2025-10-15 10:25:06"
"241 ","Mohammed Khamis Aboud Mohammed Al-Issawi","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"241 ","Mohammed Khamis Khalaf Hammadi","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"277 ","Mohammed Laith Khaled Ahmed Al-Mahmees","Our falc- ons",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohammed Latif Ne'mah Salem Abu Soot","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"267 ","Mohammed Maan Abdul Qader Mustafa Al Zaka- ria","Nineveh for its people",,"Male","OK","2025-10-15 10:25:06"
"231 ","Mohammed Mahdi Sajn Y Sheih Al- Saadi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"250 ","Mohammed Mahmoud Abdullah Mahjoub Al-Jubouri","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"211 ","Mohammed Mahmoud Hassan Aqla Al-Jabouri","National identity",,"Male","OK","2025-10-15 10:25:06"
"202 ","Mohammed Majeed Hamid Zahir Mutair","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mohammed Majeed saw me, Sand- eed Al-Sudani","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"207 ","Mohammed Masir Y Jari Has- san Al-Tani","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohammed Mish Moham- med Yasser N","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"271 ","Mohammed Mithal Mohammed Khunaidh Al-Nasser","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mohammed Mohsen Aliwi KhalafAl- Ghalthi","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"286 ","Mohammed Mu'ayyad Diaa al-Din Ahmed al-Omari","Civilians",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohammed Mubarak Saleh Rahk Al-Zuwaim","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"221 ","Mohammed MuntherMohammedZakii Abdulkarim Al-Yuzbaky","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"267 ","Mohammed Mutab Mohammed Israfil","Nineveh for its people",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mohammed Mutawaq Abboud Issa Al Mahdi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"250 ","Mohammed Mutlaq KhalafSaadoun Al-Saadoun","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mohammed Naeem Yasser Abdullah Al Khafif","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"250 ","Mohammed Naji Khalaf Zidan Al-Habazi","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Nasir Saadoun Mustafa Al- Jubouri","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"212 ","Mohammed Nasser Jaber Hadhal Al-Asadi","The National Tribal Current in Iraq",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Nawaf Khalil Ibrahim Al-Jabouri","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"286 ","Mohammed Nawfal Hassan Saleh Al-Mohammed","Civilians",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mohammed Nemah Hamad Musaheb Al-Majbali","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"271 ","Mohammed Nour Mohsen Kazem Al-Awady","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Nouri Ahmed Dalliy Alkarboul- iyy","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"267 ","Mohammed Nouri Ahmed Hamoud Abd Rabbo Al-Jubouri","Nineveh for its people",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Obaid Dhnoon Hamoud Al-Ali Al-Azghair","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mohammed Obaidi Kazim Abdul Badri","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"269 ","Mohammed Osman Abdul Mohammed Al-Husayn","National res- olution",,"Male","OK","2025-10-15 10:25:06"
"207 ","Mohammed Othman Ismail Mustafa Saleh","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohammed Qais Qasim Obaid Al Sabah","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Qusay Zahedka- mal","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mohammed Raad Kazim Shaker Al-Sabbagh","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"264 ","Mohammed Rahim Abdullah Jialjanani","National Pioneers Movement",,"Male","OK","2025-10-15 10:25:06"
"202 ","Mohammed Rahim Thamer Mahmoud Al Abbas","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mohammed Rasn Y Hamza Jab- bar Al-Boubshakha","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"246 ","Mohammed Rasn Y Jassim Khalil Al-Aliawi","National Expansion Party",,"Male","OK","2025-10-15 10:25:06"
"235 ","Mohammed Rasn Y Ma- lik Mohammed Al-Arafri","Our Cause Mo- vement",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mohammed Rasn Y Sultan Mashloukh Al-Ziyadi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mohammed Rawid Arman Lafta Al-Aboudi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Rikan Hadid Ali al-Halbousi","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"259 ","Mohammed Saad Mutlaq Mohammed Al-Jahish","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"207 ","Mohammed Saadoun Hatem Sayhoud Al-Sudani","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"269 ","Mohammed Saadoun Jassim Mohammed Al-Masari","National res- olution",,"Male","OK","2025-10-15 10:25:06"
"270 ","Mohammed Sabah Ahmed Jas- sim Al-Mashhadani","Iraq Reform Party",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Saeed Shihab Hamid","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"202 ","Mohammed Safni Huwaidi Golan Al-Aboudi","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"272 ","Mohammed Saleh Hamada Wahb Al-Saleh","The Arab Project, Iraq",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mohammed Saleh Mohammed Attia Al-Tani","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mohammed Saleh Salman Mohammed","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohammed Salem Abdul Haseer N Abdul Ra- him Al-Ghaban","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"269 ","Mohammed Salem Haseer N Ali Al-Maamari","National res- olution",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohammed Salem Mal Allah Sultan Al-Saffar","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mohammed Salman Mohammed Hajem Al-Hajem","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"241 ","Mohammed Salman Saleh Mohammed Al-Jabouri","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"246 ","Mohammed Sami Abdel Ghathan Y Mohammed Al-Zamili","National Expansion Party",,"Male","OK","2025-10-15 10:25:06"
"269 ","Mohammed Sami Ghafil Mohammed Al-Lahithi","National res- olution",,"Male","OK","2025-10-15 10:25:06"
"241 ","Mohammed Sami Mohammed Salman","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"259 ","Mohammed Sarr Yif Shanawa Abdul Latif Al- Aboudi","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"203 ","Mohammed Shaalan Hasiran Khadir Al- Ubaidi","Stable",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mohammed Shaker Kader Salman Al-Yasiri","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohammed Shamel Abdullah Masoud Al-Ghanami","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"250 ","Mohammed Shatab Eidhan Shatab Aadhiyeh","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"207 ","Mohammed Shia Sabraha- tim Al-Sudani","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"271 ","Mohammed Shuja Ghanem Faisal Al-Badri","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"281 ","Mohammed Taha Abdullah Fatji Al-Jabouri","Nineveh People's Union",,"Male","OK","2025-10-15 10:25:06"
"241 ","Mohammed Talib Abdul Karim Abdullah Al-Jubouri","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"221 ","Mohammed Thamer Ibrahim Yas- ser N Al-Janani","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mohammed Waad Mohammed Ali Al-Jaheesir Y","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"269 ","Mohammed Wasmi Ashwish Ali Al- Ali","National res- olution",,"Male","OK","2025-10-15 10:25:06"
"202 ","Mohammed Yousef Saleh Ismail Al-Jubouri","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"259 ","Mohanad Masfershial Ghazi Ghazi","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohsen Abdul Qader Saleh Mohammed Al Aboush","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"275 ","Mohsen Abdullah Ali Saeed Al-Zibari","Kurdistan Democratic Pa- rner",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohsen Aflook Bandar Shamjan Y Al- Boksary Y","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"217 ","Mohsen Amir N Omar Bakr","United Iraqi Turkmen Front",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohsen Barjes Zakarkhalaf","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mohsen Faleh Abdullah Katie Al-Quraisi","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"207 ","Mohsen Falih Hasir N Farhood Al-Jiyi","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"267 ","Mohsen Farouk Saleh Hamid Al Hamid","Nineveh for its people",,"Male","OK","2025-10-15 10:25:06"
"207 ","Mohsen Finjan Sultan Al-Aboudi Treatment","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"207 ","Mohsen Hamed Rashm Aasi Al-Bahadleiy","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"209 ","Mohsen Hamid Jawad Ali Al-Budhabahk","Rescuers",,"Male","OK","2025-10-15 10:25:06"
"275 ","Mohsen Hasiran Ali Majeed Agha","Kurdistan Democratic Pa- rner",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mohsen Hassan Hasirn Shanawa Al-Khalifaoui","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"279 ","Mohsen Hassan Saleh Ayth Al-Qaisi","United Saladin Alliance",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mohsen Murad Khoro Hassan Al-Budlo","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mohsen Obaid, the singer of Dahi Al-Arisun","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"202 ","Mohsen Qasim Abdul-Hussein Saywan Al-Zaidawi","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mohsen Sha'oudoun NayefAl-Amer","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"244 ","Momen Sabah Abdel Karim Dhad Al-Saad","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"237 ","Montaha Abdel Wahab Fadel Abbas Fadel","Al-Hadbaa National Alliance",,"   female
 ","OK","2025-10-15 10:25:06"
"207 ","Montaha Abdul Jadou Diab","Reconstruction and Development Coali- tion",,"   female
 ","OK","2025-10-15 10:25:06"
"224 ","Moose Imran Jaderlatif Al-Aajithi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"228 ","Moradi Mohammed Hassan Ali Al-Shammari","Sarar Aktna Alliance, Salah El- Din Technical University",,"   female
 ","OK","2025-10-15 10:25:06"
"251 ","More Dhaji Hamarhasir N Al-Salmiyy","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"231 ","Morning parallel Manarri Fazaa Al-Abadi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mortasan Rasn Y Baji Majdi Al- Maliki","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"251 ","Mosquito profession, Lafta pro- fession, Zarkanani profession","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"257 ","Moussa Rahm Dakhil Tahir Al-Fayyad","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"204 ","Mowaffaq Khadhan Abdullah Abdul-Jubouri","Iraqi Alliance, Kirkuk",,"Male","OK","2025-10-15 10:25:06"
"218 ","Mowaffaq Rashid Khalil Saleh Al-Alawi","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"275 ","Mozaffar's head tattoo","Kurdistan Democratic Pa- rner",,"Male","OK","2025-10-15 10:25:06"
"237 ","Muair NammatazHamdon Qasim Al-Fahdi","Al-Hadbaa National Alliance",,"Male","OK","2025-10-15 10:25:06"
"213 ","Muammal Majeed Hamid Ali Al-Abidi","Al-Fawzakho gathering",,"Male","OK","2025-10-15 10:25:06"
"244 ","Muammar Mahmoud Daoud Hamoud","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mu'ayir Nashahab Ahmad Kan- idah","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"259 ","Mu'ayir Nastar Saleh Faris Al Shamri","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mu'ayyad Abdullah Abdul Karim Jaber Al-Saadi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mu'ayyad Ahmad Muhammad Ahmad al-Mashhadani","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"250 ","Mu'ayyad Fadhel Hasirn Habib Al-Amiri","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"231 ","Mu'ayyad Falih Abdul Hassan, the killer","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mu'ayyad Ghanem Abdullah Alawi Al-Alwani","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"222 ","Mu'ayyad Ghazi Obaid Nader Al-Dawudi","Patriotic Union of Kurdistan",,"Male","OK","2025-10-15 10:25:06"
"272 ","Mu'ayyad Hamad Khadir Hassan Al-Khafaji","The Arab Project, Iraq",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mu'ayyad Hamad Suleiman Mansour Al-Nidhal","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"255 ","Mu'ayyad Hamid Salman Saadoun Al-Zaidi","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"231 ","Mu'ayyad Jassim Hassan Awda Al-Yasiri","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mu'ayyad Jehamidi Muhaibis Al-Rubaieawi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mu'ayyad Karim and Riyos Jaber Al- Rukani","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"257 ","Mu'ayyad Khalil Ibrahim Dab'oun al-Dabkhawi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"245 ","Mu'ayyar Abbas Abdul Haseer N Al-Mashahdi","Canon's secr- ets",,"Male","OK","2025-10-15 10:25:06"
"240 ","Mu'ayyar N Abdullah Mujbil Rakad Al-Hamdani","National masses",,"Male","OK","2025-10-15 10:25:06"
"259 ","Mu'ayyar N Abdullah Shalal Shanawa Al- Aboudi","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"269 ","Mu'ayyar N Shaker Numan Thabet Al-Sha'banani","National res- olution",,"Male","OK","2025-10-15 10:25:06"
"231 ","Mu'ayyar Nahim Aboud Habib Al-Baalawi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"202 ","Mu'ayyar Na'mad Farhood Rasn Y Al-Sa'idi","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"224 ","Mu'ayyar Namansour Nahib Farhan Al- Hijami","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"244 ","Mu'ayyar Nasaadi Hamad Sul- eiman","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"231 ","Mu'ayyar Ya'qub Baqrathar al-Musawi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"231 ","Mudhan Muhammad Baqir Khudhan Baqir Al-Sanbali","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"271 ","Mudhankarim Muhammad Khadhan Al-Rubaie","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"221 ","Mudman Saleh KhalafAl-Kroui","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"241 ","Mudnarshid Abdullah Sa- lem","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"270 ","Muhaimin Ahmed Mohammed Haseer N Al-Thabthri","Iraq Reform Party",,"Male","OK","2025-10-15 10:25:06"
"224 ","Muhaimin Muhammad Saad Dawoud Al-Mahmoudi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"259 ","Muhammad Abbas Abdul-Hasir N. Kh- udair Al-Rufai","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"244 ","Muhammad Abbas Ali Arsan al-Yasari","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"250 ","Muhammad Abd al-Azim Hamza Hamad al-Khuwaildi","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"264 ","Muhammad Abd al-Salam Nazim Muham- mad","National Pioneers Movement",,"Male","OK","2025-10-15 10:25:06"
"244 ","Muhammad Abd al-Zaid Jatheer Mus al-Mus","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"221 ","Muhammad Abdel Fattah Ali Sarrar Ara- ljabouri","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"250 ","Muhammad Abdul Abbas Aziz Jariwal Silawi","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"218 ","Muhammad Abdul Hassan Tuyeh Zaboon Saadi","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"252 ","Muhammad Abdul Khaliq Ibrahim Malik Faraj Allah","Design Alliance",,"Male","OK","2025-10-15 10:25:06"
"213 ","Muhammad Abdul Latif Abdul Redha Hamoudi Al-Hakim","Al-Fawzakho gathering",,"Male","OK","2025-10-15 10:25:06"
"241 ","Muhammad Abdul Qadir Muhammad Reda Al-Hamdani","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"224 ","Muhammad Abdul Razzaq Rajab Awda Al-Hadrawi","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"202 ","Muhammad Abdul Sattar Muhammad Hassan Al-Baghdadi","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"275 ","Muhammad Abdulaziz Khan Odol Rashid Baradost","Kurdistan Democratic Pa- rner",,"Male","OK","2025-10-15 10:25:06"
"257 ","Muhammad Abdul-Hasir N Sabaa Jumaa Al-Zubaidi","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"259 ","Muhammad Abdul-Kadhim Abdul-Hasir N Bakhit Al-Gharani","National Depth Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"230 ","Muhammad Abdul-Ridha Abdullah Jawhar al-Tabili","Al-Arafari Al-Ithar Party",,"Male","OK","2025-10-15 10:25:06"
"250 ","Muhammad Abdul-Ridha Haseer N Arm- ish Al-Raheeme","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"291 ","Muhammad Abdul-Ridha Kadhim Abdul-Ridha Al-Zaidi","The Elephant Front",,"Male","OK","2025-10-15 10:25:06"
"271 ","Muhammad Adnan Hamid Muhammad Hasirn Ab- dul Jabbar Thiab","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"221 ","Muhammad Ahmad Ali Jamous Al-Luwaizi","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"260 ","Muhammad Akram Muhammad Ha- sir N Al-Mahmoud","National Brigade Pa- rty",,"Male","OK","2025-10-15 10:25:06"
"251 ","Muhammad Al-Baqra Ibrahim Abdul-Sahib Kazim Al-Waili","Rights Movement",,"Male","OK","2025-10-15 10:25:06"
"257 ","Muhammad Ali Abd Aoun Hamdan Al-Jash' amii","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"217 ","Muhammad Ali Askar Talib Al- Bayanari","United Iraqi Turkmen Front",,"Male","OK","2025-10-15 10:25:06"
"236 ","Muhammad Ali Asrar Yad Asaad Al-Muhammad","Al-Omran Party",,"Male","OK","2025-10-15 10:25:06"
"283 ","Muhammad Ali Faisal Hamad Al-Muhammadi","Summits Alliance",,"Male","OK","2025-10-15 10:25:06"
"218 ","Muhammad Ali Hamza Naji Al-Shablawi","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"271 ","Muhammad Ali Hasir N Ali Al-Masoudi","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"218 ","Muhammad Ali Hassan Sajr al-Fartusi","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"207 ","Muhammad Ali Ismail Khalil Al- Fulaithri","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"229 ","Muhammad Ali Jamil Muhammad Jawad al-Tamimi","Kirkuk Turkmen Rescue Alliance",,"Male","OK","2025-10-15 10:25:06"
"224 ","Muhammad Ali Khalil Sultan Al-Kassar","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"211 ","Muhammad Ali Muhammad Afrin al-Aluha Hasirn","National identity",,"Male","OK","2025-10-15 10:25:06"
"250 ","Muhammad Ali Muhammad Suleiman Muhammad","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
"236 ","Muhammad Ali Nawarahmad Al- Dulaimi","Al-Omran Party",,"Male","OK","2025-10-15 10:25:06"
"231 ","Muhammad Ali Obaid KhalafAl-Maamouri","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"258 ","Muhammad Ali Saleh Muhammad Ali Hassan","Muhammad Ali's victory over the Ra- cine",,"Male","OK","2025-10-15 10:25:06"
"257 ","Muhammad Ali Sarrar in Asad Asad","State of Law Coalition",,"Male","OK","2025-10-15 10:25:06"
"241 ","Muhammad Ali Suleiman Taha","Azm Iraq Alliance",,"Male","OK","2025-10-15 10:25:06"
"231 ","Muhammad Ali Zamel Salman Al- Bahdali","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"255 ","Muhammad Ali, the Prophet's Muslim","Progress Party",,"Male","OK","2025-10-15 10:25:06"
"269 ","Muhammad Aliwi Mahmoud Al-Dulaimi plows","National res- olution",,"Male","OK","2025-10-15 10:25:06"
"225 ","Muhammad Amir N Ali Othman","Position Group",,"Male","OK","2025-10-15 10:25:06"
"221 ","Muhammad Attia Shadhan Atwi Al-Fahdawi","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"271 ","Muhammad Awad Dhahabkat Al-Khuwailidi","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"244 ","Muhammad Baqer Nazar Muhammad Abdullah Al-Mayaji","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"231 ","Muhammad Baqir al-Salim Salih Mahdi al-Muslimawi","National State Forces Alliance",,"Male","OK","2025-10-15 10:25:06"
"212 ","Muhammad Baqir Habib Hasiran Al-Diraawi","The National Tribal Current in Iraq",,"Male","OK","2025-10-15 10:25:06"
"218 ","Muhammad Dawood Salman Abdul Tamimi","Badr Organization",,"Male","OK","2025-10-15 10:25:06"
"271 ","Muhammad Dawood Salman Hashim al-Tamimi","Services Alliance",,"Male","OK","2025-10-15 10:25:06"
"224 ","Muhammad Ezz El-Din Matar Abd El-Karim El-Khatib","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"221 ","Muhammad Fadel Jassim Muhammad","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"244 ","Muhammad Hadi Kazim Jawad al-Jazaery","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"213 ","Muhammad Hamid Kilodb'an al-Asadi","Al-Fawzakho gathering",,"Male","OK","2025-10-15 10:25:06"
"244 ","Muhammad Hamid Sarrar Shab Faraj Al-Saadawi","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"221 ","Muhammad Hamza Dawood Salman Al-Ubaidi","National Sovereignty Alliance - Le- gislation",,"Male","OK","2025-10-15 10:25:06"
"223 ","Muhammad Hamza NajiNghamish Aja- far","Coming",,"Male","OK","2025-10-15 10:25:06"
"285 ","Muhammad Haseer N Majeed Abdullah Shawan Raaber","Kurdistan Justice Group / Iraq",,"Male","OK","2025-10-15 10:25:06"
"266 ","Muhammad Hashem Zabban Hanas- hal Al-Hatami","Alliance of Excelle- nce",,"Male","OK","2025-10-15 10:25:06"
"244 ","Muhammad Hasir N Juma Burhan Kara Gul","Al-Arafri Foun- dation Coalition",,"Male","OK","2025-10-15 10:25:06"
"202 ","Muhammad Hasir N Muhammad Brij Al-Mousawi","Sadiqun Movement",,"Male","OK","2025-10-15 10:25:06"
"224 ","Muhammad Hasiran Ali Asad Al-Hakim","Good news, Iraq",,"Male","OK","2025-10-15 10:25:06"
"207 ","Muhammad Hassan Hasir Muhammad Al-Zirjawi","Reconstruction and Development Coali- tion",,"Male","OK","2025-10-15 10:25:06"
"250 ","Muhammad Hassan Taha Jawad al-Tani","Alternative Allia- nce",,"Male","OK","2025-10-15 10:25:06"
