A,Name on ballot,Candidate Sequence,Unnamed: 3,Type Nominat- ion,Electoral district,Unnamed: 6,Sex,Candidate's full name,Voter number,Sex_raw
221,National Sovereignty Alliance - Le- gislation,123,,Alliance,Baghdad,,Male,Ihab Ibrahim Khadir Abdul Ka- rtanni,2874,Male
221,National Sovereignty Alliance - Le- gislation,124,,Alliance,Baghdad,,Male,Jamal Khadir Mohammed Ah- med Al-Hamdani,2875,Male
221,National Sovereignty Alliance - Le- gislation,125,,Alliance,Baghdad,,Male,Thaer Ghazi Abboud Da- oud Al-Anani,2876,Male
221,National Sovereignty Alliance - Le- gislation,126,,Alliance,Baghdad,,Male,Bashir Mohsen Haraj Rashid Gheriri,2877,Male
221,National Sovereignty Alliance - Le- gislation,127,,Alliance,Baghdad,,Male,Ahmed Abdel Sattar Saleh Jabal Al-Azzi,2878,Male
221,National Sovereignty Alliance - Le- gislation,128,,Alliance,Baghdad,,Female,Baraa Rashid Mohammed Othman Al-Jabouri,2879,female
221,National Sovereignty Alliance - Le- gislation,129,,Alliance,Baghdad,,Male,Nihad Salama Abdul Majeed Saeed Al- Bayanri,2880,Male
221,National Sovereignty Alliance - Le- gislation,130,,Alliance,Baghdad,,Female,Sari Saeb Hamza Alawi Al-Abidi,2881,female
221,National Sovereignty Alliance - Le- gislation,131,,Alliance,Baghdad,,Female,Hasirn Jassim Hajim Sultan,2882,female
221,National Sovereignty Alliance - Le- gislation,132,,Alliance,Baghdad,,Female,Hasna Hadi Mohammed Hassan Al-Janani,2883,female
221,National Sovereignty Alliance - Le- gislation,133,,Alliance,Baghdad,,Male,Abdullah Salem Ahmed Jassim,2884,Male
221,National Sovereignty Alliance - Le- gislation,134,,Alliance,Baghdad,,Female,Names ofFaleh Hassan Ali Al-Azzawi,2885,female
221,National Sovereignty Alliance - Le- gislation,135,,Alliance,Baghdad,,Female,Sarah Ali Faraj Mohammed Al-Dulaimi,2886,female
221,National Sovereignty Alliance - Le- gislation,136,,Alliance,Baghdad,,Male,Abdulrahman Ibrahim Khalil Jassim Al-Jubouri,2887,Male
221,National Sovereignty Alliance - Le- gislation,137,,Alliance,Baghdad,,Male,Mohammed Abdul Ghafour Hassan Mo- hammed Zobaei,2888,Male
221,National Sovereignty Alliance - Le- gislation,138,,Alliance,Baghdad,,Male,محمد عكاب خالد مخلف,2889,Male
221,National Sovereignty Alliance - Le- gislation,139,,Alliance,Baghdad,,Male,Laith Mustafa Hamoud Jazaa Al-Marawi,2890,Male
224,"Good news, Iraq",1,,Alliance,Baghdad,,Male,Abdulhasir N Abdulredha Baqir Muhammad Ab- tan,2891,Male
224,"Good news, Iraq",2,,Alliance,Baghdad,,Male,Abdul Najm Abdullah Awda Al-Ameri,2892,Male
224,"Good news, Iraq",3,,Alliance,Baghdad,,Male,Aref Abdul Karim Ali Hasir N Al Ain Ni,2893,Male
224,"Good news, Iraq",4,,Alliance,Baghdad,,Male,Hasnir N Sadiq Jafar Kazim Al-Saadi,2894,Male
224,"Good news, Iraq",5,,Alliance,Baghdad,,Male,Ali Nabil Makki Muham- mad Al-Hasthan Y,2895,Male
224,"Good news, Iraq",6,,Alliance,Baghdad,,Male,Abdullah Abbas Attia Abdel-Rafaei,2896,Male
224,"Good news, Iraq",7,,Alliance,Baghdad,,Male,ضياء محمد علوان جوده الكلاني,2897,Male
224,"Good news, Iraq",8,,Alliance,Baghdad,,Male,حسيرن علىي احسان حمدي الزبيدي,2898,Male
224,"Good news, Iraq",9,,Alliance,Baghdad,,Male,Muhammad Rashad Ismail Jawad Al-Jawahiri,2899,Male
224,"Good news, Iraq",10,,Alliance,Baghdad,,Male,Muhammad Hasiran Ali Asad Al-Hakim,2900,Male
224,"Good news, Iraq",11,,Alliance,Baghdad,,Male,Talib Hassan Darahesh Habib Al-Tamimi,2901,Male
224,"Good news, Iraq",12,,Alliance,Baghdad,,Female,نورعقیل ياس خ,2902,female ضیراعبددلیي
224,"Good news, Iraq",13,,Alliance,Baghdad,,Male,Commander Hadi Salman Fayyad Al-Kanani,2903,Male
224,"Good news, Iraq",14,,Alliance,Baghdad,,Male,Muththan Shalash Hilal Tahir Al-Saedi,2904,Male
224,"Good news, Iraq",15,,Alliance,Baghdad,,Male,Muhammad Munim Hawi Hamid Al-Masoudi,2905,Male
224,"Good news, Iraq",16,,Alliance,Baghdad,,Male,Amer Adnan Dawood Madhloum Al-Shammari,2906,Male
224,"Good news, Iraq",17,,Alliance,Baghdad,,Male,Ali Fadhel Ali Masir Masir,2907,Male
224,"Good news, Iraq",18,,Alliance,Baghdad,,Male,Hatem Ali Ramadan Ali Al-Akthi,2908,Male
224,"Good news, Iraq",19,,Alliance,Baghdad,,Female,Raghad Attia KhalafHamil Yasser,2909,female
224,"Good news, Iraq",20,,Alliance,Baghdad,,Female,Nias Ahmed Nasser Hassern Al-Khazraji,2910,female
224,"Good news, Iraq",21,,Alliance,Baghdad,,Female,Dalia Rashid Ahmed Matar Al- Lami,2911,female
224,"Good news, Iraq",22,,Alliance,Baghdad,,Male,Ammar Khalaf Golan Jamil Al-Dahash,2912,Male
224,"Good news, Iraq",23,,Alliance,Baghdad,,Male,Samirkadhim Hassan Ali al-Bahadliyy,2913,Male
224,"Good news, Iraq",24,,Alliance,Baghdad,,Female,Rli Fouad Ibrahim Muhammad Al-Bayanri,2914,female
224,"Good news, Iraq",25,,Alliance,Baghdad,,Male,Ahmed Yahrath Jassim Jawid Al-Saedi,2915,Male
224,"Good news, Iraq",26,,Alliance,Baghdad,,Male,Aliya Abdulhasir N Talal Karim Lami,2916,Male
224,"Good news, Iraq",27,,Alliance,Baghdad,,Male,Ali Ghanem Abdul Nathi Abdul Redha Bakhit,2917,Male
224,"Good news, Iraq",28,,Alliance,Baghdad,,Female,Maysaloun Ali Jaber Al-Aithi Al-Baydani,2918,female
224,"Good news, Iraq",29,,Alliance,Baghdad,,Male,Ali Hasir N Shalal Harbaja Kar- awi,2919,Male
224,"Good news, Iraq",30,,Alliance,Baghdad,,Male,Ahmed Mahdi Saleh Mohammed Al-Saedi,2920,Male
224,"Good news, Iraq",31,,Alliance,Baghdad,,Male,Yasirta Ibrahim Hamoudi Al-Abidi,2921,Male
224,"Good news, Iraq",32,,Alliance,Baghdad,,Female,Hadeel Hamid Shakerflih Al-Azzawi,2922,female
224,"Good news, Iraq",33,,Alliance,Baghdad,,Male,محمد خليل لفته فارس التميمیي,2923,Male
224,"Good news, Iraq",34,,Alliance,Baghdad,,Female,Ashwaq Aziz Shnawa Ismail Al-Saadi,2924,female
224,"Good news, Iraq",35,,Alliance,Baghdad,,Male,Shaker KhalafLaithi Aqla Al-Nouri,2925,Male
224,"Good news, Iraq",36,,Alliance,Baghdad,,Female,Bushri Abdul Harkazem Aziz Al- Mankusari,2926,female
224,"Good news, Iraq",37,,Alliance,Baghdad,,Male,Varant Vartan Shahir N Yousef Shahir N,2927,Male
224,"Good news, Iraq",38,,Alliance,Baghdad,,Male,Samer Ghaleb Samis Karim Al-Dabbat,2928,Male
224,"Good news, Iraq",39,,Alliance,Baghdad,,Male,Manea Aboud Hanoun Sanat Al- Lami,2929,Male
224,"Good news, Iraq",40,,Alliance,Baghdad,,Female,Hanan Qais Abbas Abdul Ali Al-Abidi,2930,female
224,"Good news, Iraq",41,,Alliance,Baghdad,,Male,"Rasen Ya Hasirn, you must not be ar-Raimish Al-Saadi",2931,Male
224,"Good news, Iraq",42,,Alliance,Baghdad,,Male,"Tawfiq Mahmoud Naji Hassoun, may God bless him",2932,Male
224,"Good news, Iraq",43,,Alliance,Baghdad,,Male,Hasirn Yaqoub Hasirn Kadhim Al-Balahawi,2933,Male
224,"Good news, Iraq",44,,Alliance,Baghdad,,Female,Names inside the Khanjar Sirn Al-Hiliji,2934,female
224,"Good news, Iraq",45,,Alliance,Baghdad,,Male,Mustafa Hassan Hadi Hamoudi Al-Burda,2935,Male
224,"Good news, Iraq",46,,Alliance,Baghdad,,Male,Mustafa Ahmed Mustafa NasoufAl-Abidi,2936,Male
224,"Good news, Iraq",47,,Alliance,Baghdad,,Male,Amir Taama Abdulhassir Abdul Th- amer,2937,Male
224,"Good news, Iraq",48,,Alliance,Baghdad,,Female,Nawal Abdel Razzaq Ajil KhalafAl-Khamisi,2938,female
224,"Good news, Iraq",49,,Alliance,Baghdad,,Female,Ikhlas Salman Jassim Moos Zargawi,2939,female
224,"Good news, Iraq",50,,Alliance,Baghdad,,Male,Imad Abbas Fadel Hamoud Al-Tuwaijri,2940,Male
224,"Good news, Iraq",51,,Alliance,Baghdad,,Male,The return of Maher Ghanem Saleh Al-Daraji,2941,Male
224,"Good news, Iraq",52,,Alliance,Baghdad,,Female,Nour Mahdi Ali Kazim al-Bijawi,2942,female
224,"Good news, Iraq",53,,Alliance,Baghdad,,Female,Suad Ziad Jiyad Adhab Al-Amiri,2943,female
224,"Good news, Iraq",54,,Alliance,Baghdad,,Male,Ali Farhan Shalal Muhaisen Al-Tamimi,2944,Male
224,"Good news, Iraq",55,,Alliance,Baghdad,,Female,Hakmat Qasim Abdul Mansour Al-Lami,2945,female
224,"Good news, Iraq",57,,Alliance,Baghdad,,Male,احمد عماد ترکیي,2946,لخزعلیMاaleفارس
224,"Good news, Iraq",58,,Alliance,Baghdad,,Male,Mohammed Khadir Abbas Mohammed Al-Sandouqji,2947,Male
224,"Good news, Iraq",59,,Alliance,Baghdad,,Female,Alaa Abdullah Shihab Ahmed Al-Qaisi,2948,female
224,"Good news, Iraq",61,,Alliance,Baghdad,,Female,Iqbal Abdel Aziz Zidan Zidan Al-Akili,2949,female
224,"Good news, Iraq",62,,Alliance,Baghdad,,Male,I am not satisfied with Atiya Hasir Al-Khazaali,2950,Male
224,"Good news, Iraq",63,,Alliance,Baghdad,,Male,Abbas Fadel Faraj Abdul Hassan Al-Rubaie,2951,Male
224,"Good news, Iraq",64,,Alliance,Baghdad,,Male,Ali Shaher N Abdul Hassan Muh- aimin Al-Maliki,2952,Male
224,"Good news, Iraq",65,,Alliance,Baghdad,,Male,ازهر جعفر عويز زكاط الغزالیي,2953,Male
224,"Good news, Iraq",66,,Alliance,Baghdad,,Male,Nazkzar Abdul Haseer n Ba- sser Y Al-Waili,2954,Male
224,"Good news, Iraq",67,,Alliance,Baghdad,,Male,Zayd al-Haqq Hasir N Shalaka Jabir al-Zarkanani,2955,Male
224,"Good news, Iraq",68,,Alliance,Baghdad,,Male,Haider Hasir Aziz Khan Aziz Al-Haydari,2956,Male
224,"Good news, Iraq",69,,Alliance,Baghdad,,Female,Mayada Abdel Sattar Abdel Rahman Murad Al-Arkawazi,2957,female
224,"Good news, Iraq",70,,Alliance,Baghdad,,Male,Haider Matar Ali Khalawi Al-Dhahithi,2958,Male
224,"Good news, Iraq",71,,Alliance,Baghdad,,Male,Abdul Ghaffar Karim Jim Muhammad Rabia,2959,Male
224,"Good news, Iraq",72,,Alliance,Baghdad,,Male,احمد كاطع صبار وريوش البهادلیي,2960,Male
224,"Good news, Iraq",73,,Alliance,Baghdad,,Female,Najat Hasir N. Musa Taher Al-Zaghthi,2961,female
224,"Good news, Iraq",74,,Alliance,Baghdad,,Female,Nour Haidar Abdulhassin Saleh Al-Hakim,2962,female
224,"Good news, Iraq",75,,Alliance,Baghdad,,Female,The time of Jabbar Shanishil Saleh Al-Rubaie,2963,female
224,"Good news, Iraq",76,,Alliance,Baghdad,,Male,Saif Muhammad Subaji Arif Al-Radwan,2964,Male
224,"Good news, Iraq",77,,Alliance,Baghdad,,Female,Samira Ismail Ibrahim Muhammad Al-Samarani,2965,female
224,"Good news, Iraq",78,,Alliance,Baghdad,,Male,Firas Ali Hasir Faris Al-Jumaili,2966,Male
224,"Good news, Iraq",79,,Alliance,Baghdad,,Male,Abdul Hamid Fadel Jafariyoub Al-Bayanri,2967,Male
224,"Good news, Iraq",80,,Alliance,Baghdad,,Female,Hadeer Mohammed Atta Abdelhassir N Al-Shamaa,2968,female
224,"Good news, Iraq",81,,Alliance,Baghdad,,Female,Nada Khalil plows the field of Al-Shuwaili,2969,female
224,"Good news, Iraq",82,,Alliance,Baghdad,,Male,Ahmed Ali Ahmed Falih Al-Tamimi,2970,Male
224,"Good news, Iraq",83,,Alliance,Baghdad,,Female,Salwa Mohammed Hassan Abbas Mananri Al-Miyaji,2971,female
224,"Good news, Iraq",84,,Alliance,Baghdad,,Male,Ali Jihad Muhammad Ali Al- Hasthan Y,2972,Male
224,"Good news, Iraq",85,,Alliance,Baghdad,,Female,Iftikhar Ahmed Alwan Ismail Al-Hayasi,2973,female
224,"Good news, Iraq",86,,Alliance,Baghdad,,Female,Hala Jasib Muhammad Lazm Al-Mohammadawy,2974,female
224,"Good news, Iraq",87,,Alliance,Baghdad,,Male,Ghalib Majeed Hassoun Abdullah Al-Kazemiyi,2975,Male
224,"Good news, Iraq",88,,Alliance,Baghdad,,Male,Mu'ayyad Abdullah Abdul Karim Jaber Al-Saadi,2976,Male
224,"Good news, Iraq",89,,Alliance,Baghdad,,Female,ضج علىي طالب عمير الجدياوي,2977,female
224,"Good news, Iraq",90,,Alliance,Baghdad,,Male,Saddam Abdul Razzaq Hasir N Ali Al-Zubaidi,2978,Male
224,"Good news, Iraq",91,,Alliance,Baghdad,,Female,Thanaa Shenir N Haseer N Ali Al Shamri,2979,female
224,"Good news, Iraq",92,,Alliance,Baghdad,,Male,Falah Hassan Abdul Mohsen Al-Akeili,2980,Male
224,"Good news, Iraq",93,,Alliance,Baghdad,,Female,The end of Faisal Lafta Najm Al-Qaisi,2981,female
224,"Good news, Iraq",94,,Alliance,Baghdad,,Male,محمد منذر عبدالواحد ناجي الزبيدي,2982,Male
224,"Good news, Iraq",95,,Alliance,Baghdad,,Male,Fouad Nihad Mohsen Ali Al-Rukani,2983,Male
224,"Good news, Iraq",96,,Alliance,Baghdad,,Male,Qasim Ahmed Youssef Ismail Al-Moussawi,2984,Male
224,"Good news, Iraq",97,,Alliance,Baghdad,,Female,Mayassa Kataa Abdullah Ahmed Al-Saedi,2985,female
224,"Good news, Iraq",98,,Alliance,Baghdad,,Male,Diaa Fawzy Nasir Ahmed Al-Tayyar,2986,Male
224,"Good news, Iraq",100,,Alliance,Baghdad,,Male,Ali Hamid Ali Alwan Al-Zaidi,2987,Male
224,"Good news, Iraq",101,,Alliance,Baghdad,,Female,Ibtisam Mujbil Thajil Badan Al-Zaidi,2988,female
224,"Good news, Iraq",102,,Alliance,Baghdad,,Male,Ali Reza Mustafa Hasiran Al- Yasiri,2989,Male
224,"Good news, Iraq",103,,Alliance,Baghdad,,Male,Haider Juma and Jarbanian Al-Hamasi,2990,Male
224,"Good news, Iraq",104,,Alliance,Baghdad,,Male,Raad Salman Abdul Faraj Al-Rubaie,2991,Male
224,"Good news, Iraq",105,,Alliance,Baghdad,,Female,"Please, Ali Arethi Hamad Al Shamri",2992,female
224,"Good news, Iraq",106,,Alliance,Baghdad,,Male,Haidar Majid Farhan Hattab Jabawi,2993,Male
224,"Good news, Iraq",107,,Alliance,Baghdad,,Male,Hasirn Jawad Kazim Abdul Awnk- anana,2994,Male
224,"Good news, Iraq",108,,Alliance,Baghdad,,Female,Sun Y Adel Mohsen Nasser Al-Khafaji,2995,female
224,"Good news, Iraq",109,,Alliance,Baghdad,,Female,"Marwa Abdel Karim, leave me alone, Sarul Al-Ziyad",2996,female
224,"Good news, Iraq",110,,Alliance,Baghdad,,Male,Abdulhadi Abdulhassan Badr Hamad Al-Zuhair Y,2997,Male
224,"Good news, Iraq",111,,Alliance,Baghdad,,Male,"Mohammed Majeed saw me, Sand- eed Al-Sudani",2998,Male
224,"Good news, Iraq",113,,Alliance,Baghdad,,Female,Parvin Ismail Saeed Khoshwaldalvi,2999,female
224,"Good news, Iraq",114,,Alliance,Baghdad,,Male,Wassim Fareeh Muslim Ghafil Al-Qassab,3000,Male
224,"Good news, Iraq",115,,Alliance,Baghdad,,Male,Haider Majeed Jassim Halil Al-Saadi,3001,Male
224,"Good news, Iraq",116,,Alliance,Baghdad,,Male,Talib Mohsen RaheefHazam Al-Hatami,3002,Male
224,"Good news, Iraq",117,,Alliance,Baghdad,,Male,Tahir Qanbal Adhirkhutaib Al-Muhammadawi,3003,Male
224,"Good news, Iraq",118,,Alliance,Baghdad,,Male,Ahmed Shaheed Marhoun Abbas Al-Karawi,3004,Male
224,"Good news, Iraq",119,,Alliance,Baghdad,,Male,Sarmed Falah Hassan Abdul Rasoul Kamal Al-Din,3005,Male
224,"Good news, Iraq",120,,Alliance,Baghdad,,Female,Wahida Faraj Hammadi Zidane Al-Amri,3006,female
224,"Good news, Iraq",121,,Alliance,Baghdad,,Female,Magic Khazal Abdul Redha Abbas Al- Shar Yifn Y,3007,female
224,"Good news, Iraq",122,,Alliance,Baghdad,,Male,Adnan Muslim Zghair Hassan Al-Tabatani,3008,Male
224,"Good news, Iraq",123,,Alliance,Baghdad,,Male,Ali Ahmed Ali Hasir N Al- Bayanri,3009,Male
224,"Good news, Iraq",124,,Alliance,Baghdad,,Male,Haider Abdul Latif Abdul Rahim Badan Al- Lami,3010,Male
224,"Good news, Iraq",125,,Alliance,Baghdad,,Female,Wafaa Khalil Muhammad Amir N Murad Al-Badhi,3011,female
224,"Good news, Iraq",126,,Alliance,Baghdad,,Male,Mohammed Obaidi Kazim Abdul Badri,3012,Male
224,"Good news, Iraq",127,,Alliance,Baghdad,,Male,Abdul Zahra Naeem Kazim Wadi Al- Rukani,3013,Male
224,"Good news, Iraq",128,,Alliance,Baghdad,,Female,AngelNaeem Nashor Maaraj Al-Akili,3014,female
224,"Good news, Iraq",129,,Alliance,Baghdad,,Female,Amanni Mahdi Hamid Musa al-Sharbawi,3015,female
224,"Good news, Iraq",130,,Alliance,Baghdad,,Male,Bashar Salim Yas Abbas Al-Karjan Y,3016,Male
224,"Good news, Iraq",131,,Alliance,Baghdad,,Male,Diaa Fakhernkal Mahawi Al-Azirjawi,3017,Male
224,"Good news, Iraq",132,,Alliance,Baghdad,,Male,Ali MuayoufLafta Al-Bakhit Al-Jabouri,3018,Male
224,"Good news, Iraq",133,,Alliance,Baghdad,,Female,Shahla Taha Jawad Kadhim Al-Jabouri,3019,female
224,"Good news, Iraq",134,,Alliance,Baghdad,,Male,Khaled Samir Saeed Khalaf Al-Balani,3020,Male
224,"Good news, Iraq",135,,Alliance,Baghdad,,Male,Abbas Abdullah Zarzur Rahima Al-Saedi,3021,Male
224,"Good news, Iraq",136,,Alliance,Baghdad,,Male,Karim Awda Mohammed Kh- uraibat Al-Sudani,3022,Male
224,"Good news, Iraq",137,,Alliance,Baghdad,,Female,Suhair Ali Yazm Khadir Al-Khafaji,3023,female
224,"Good news, Iraq",138,,Alliance,Baghdad,,Male,Qasim Salman Mohsen Haseer N Al-Aboudi,3024,Male
224,"Good news, Iraq",139,,Alliance,Baghdad,,Male,Ali Hassan Shia Saeed Al- Kanani,3025,Male
227,Educational teacher Amal Hassan Rahim Al- Aqani,1,,Pe- rson,Baghdad,,Female,Amal Hassan Rahim Dharib Al-Aqani,3026,female
231,National State Forces Alliance,1,,Alliance,Baghdad,,Male,Ammar Muskadhim Hasir N Al- Asadi,3027,Male
231,National State Forces Alliance,2,,Alliance,Baghdad,,Male,Ahmed Salem Aziz Hamad Al-Saedi,3028,Male
231,National State Forces Alliance,3,,Alliance,Baghdad,,Male,Thaer Abdel Jalil regarding the quality of Al-Shuwaili,3029,Male
231,National State Forces Alliance,4,,Alliance,Baghdad,,Male,Ali Jassim Mohammed Khalifa Al-Hamidawi,3030,Male
231,National State Forces Alliance,5,,Alliance,Baghdad,,Female,The harmony of Abdulzahra Jawad Ali Al-Gharah,3031,female
231,National State Forces Alliance,6,,Alliance,Baghdad,,Female,علا حسيرن حاتم يحرث التميمیي,3032,female
231,National State Forces Alliance,7,,Alliance,Baghdad,,Male,Naeem Karim Abdul Hamad Al- Shuwaili,3033,Male
231,National State Forces Alliance,8,,Alliance,Baghdad,,Male,Ali Hatem JikhalafAl-Maksousi,3034,Male
231,National State Forces Alliance,9,,Alliance,Baghdad,,Female,Ahlam Salem Thajil Ali Al-Mu'tak,3035,female
231,National State Forces Alliance,10,,Alliance,Baghdad,,Male,علاوي نعمه موله طارش البنداوي,3036,Male
231,National State Forces Alliance,11,,Alliance,Baghdad,,Male,Nafie Abdul Karji Hassan Al-Aqani,3037,Male
231,National State Forces Alliance,12,,Alliance,Baghdad,,Male,Ibrahim Adel Ibrahim Fahd Al-Muhammadawi,3038,Male
231,National State Forces Alliance,13,,Alliance,Baghdad,,Male,"Hisham Finjan, the effort of Awisi Al-Daraji",3039,Male
231,National State Forces Alliance,14,,Alliance,Baghdad,,Male,Kazem Zagheernghamish Khanjar Fartosi,3040,Male
231,National State Forces Alliance,15,,Alliance,Baghdad,,Male,Diaa Ayed Jawad Kazem Al-Jalani,3041,Male
231,National State Forces Alliance,16,,Alliance,Baghdad,,Male,Shaker Jafarassim Mohsen Al-Moussawi,3042,Male
231,National State Forces Alliance,17,,Alliance,Baghdad,,Female,Ayat Muzaffarnouri Fatji Al-Baroudi,3043,female
231,National State Forces Alliance,18,,Alliance,Baghdad,,Male,Nasser Hashem Tha'lab Shabib Al-Saadi,3044,Male
231,National State Forces Alliance,19,,Alliance,Baghdad,,Male,Wasam Muhammad Hasir N Jaafar Al Attia,3045,Male
231,National State Forces Alliance,20,,Alliance,Baghdad,,Male,Kamil Salem Faris Mazban Al-Saedi,3046,Male
231,National State Forces Alliance,21,,Alliance,Baghdad,,Male,Qais Ismail Jabbar Hamoud Jalani,3047,Male
231,National State Forces Alliance,22,,Alliance,Baghdad,,Male,Hasirn Talib Aboud Marouh Al- Fadhli,3048,Male
231,National State Forces Alliance,23,,Alliance,Baghdad,,Male,Firas Ali Shaker Ajil Al-Moussawi,3049,Male
231,National State Forces Alliance,24,,Alliance,Baghdad,,Male,Ali Muhammad Maji Jalal al-Tamimi,3050,Male
231,National State Forces Alliance,25,,Alliance,Baghdad,,Male,Ahmed Shaker Mahmoud Hassir Al-Mansouri,3051,Male
231,National State Forces Alliance,26,,Alliance,Baghdad,,Male,AliNajm Abd Daham Al-Jalani,3052,Male
231,National State Forces Alliance,27,,Alliance,Baghdad,,Male,Laith Adel Redha Hassan Al-Khafaji,3053,Male
231,National State Forces Alliance,28,,Alliance,Baghdad,,Male,Farid Mujbil Hasirn Sajn Y Al-Harishawi,3054,Male
231,National State Forces Alliance,29,,Alliance,Baghdad,,Male,عمار عدنان وهيب سبع عميري,3055,Male
231,National State Forces Alliance,30,,Alliance,Baghdad,,Male,Qasim Mohammed Jassim Mohammed Al-Omair Y,3056,Male
231,National State Forces Alliance,31,,Alliance,Baghdad,,Male,Sajjad Hassan KhalafJassim Al-Juwai,3057,Male
231,National State Forces Alliance,32,,Alliance,Baghdad,,Female,Maysaa Mahdi Hassan Ahmed Al- Aidani,3058,female
231,National State Forces Alliance,33,,Alliance,Baghdad,,Male,Hassan Dasr Misr Salomi Al- Rabi',3059,Male
231,National State Forces Alliance,34,,Alliance,Baghdad,,Male,Muhammad Yunus Ali Hassan Al-Maamouri,3060,Male
231,National State Forces Alliance,35,,Alliance,Baghdad,,Male,Riyadh Jawad Abdul-Ridha Abdullah Al-Karaanani,3061,Male
231,National State Forces Alliance,36,,Alliance,Baghdad,,Male,Ali Rashid Hassan Nidalallah Al-Tamimi,3062,Male
231,National State Forces Alliance,37,,Alliance,Baghdad,,Male,Saad Moayed Safni Mohammed Al- Nasir Y,3063,Male
231,National State Forces Alliance,38,,Alliance,Baghdad,,Male,Mahmoud Shaker Lonri Tw- ithin Y Sudanese,3064,Male
231,National State Forces Alliance,39,,Alliance,Baghdad,,Male,Adnan Maleh Abdul Atarouz Al-Shahili,3065,Male
231,National State Forces Alliance,40,,Alliance,Baghdad,,Male,Muhammad Ibrahim Muhaimid Aliwi al-Tamimi,3066,Male
231,National State Forces Alliance,41,,Alliance,Baghdad,,Male,Ghalib Jawad Haseer N Mohsen Al- Bayanari,3067,Male
231,National State Forces Alliance,42,,Alliance,Baghdad,,Male,Sadiq Adnan Kazem Khashan Al-Boshtiwi,3068,Male
231,National State Forces Alliance,43,,Alliance,Baghdad,,Male,Karim Youssef Zahir Safni Al-Miyaji,3069,Male
231,National State Forces Alliance,44,,Alliance,Baghdad,,Male,هادي حسيرن سهر غافل الزاملىي,3070,Male
231,National State Forces Alliance,45,,Alliance,Baghdad,,Male,Mudhan Muhammad Baqir Khudhan Baqir Al-Sanbali,3071,Male
231,National State Forces Alliance,46,,Alliance,Baghdad,,Female,Sajj Khalid Muhammad Abdul Bualyan,3072,female
231,National State Forces Alliance,47,,Alliance,Baghdad,,Male,Baha Hasir Nouri Hasir Al-Saedi,3073,Male
231,National State Forces Alliance,48,,Alliance,Baghdad,,Male,Saleh Mahdi Kata' Dakhil Al-Zaidi,3074,Male
231,National State Forces Alliance,49,,Alliance,Baghdad,,Female,جنان ماجد ويس خضير الدليمیي,3075,female
231,National State Forces Alliance,50,,Alliance,Baghdad,,Male,Muththan Hasir Salman Aziz Al-Najdi,3076,Male
231,National State Forces Alliance,51,,Alliance,Baghdad,,Male,Kamal Hasirn Jassim Hammadi Al-Amri,3077,Male
231,National State Forces Alliance,52,,Alliance,Baghdad,,Female,Amna Mahdi Naji Yasser Al-Waili,3078,female
231,National State Forces Alliance,53,,Alliance,Baghdad,,Male,Aziz Mohsen Awda Khamat Al-Hamidawi,3079,Male
231,National State Forces Alliance,54,,Alliance,Baghdad,,Male,Nazim Fadhil Kazim Muhammad Al-Amiri,3080,Male
231,National State Forces Alliance,55,,Alliance,Baghdad,,Male,Mohammed Abdul-Ridha Jassim Ali Al- Nouri,3081,Male
231,National State Forces Alliance,57,,Alliance,Baghdad,,Male,Ali LaithiNaima Bhidel Al-Shaji,3082,Male
231,National State Forces Alliance,58,,Alliance,Baghdad,,Female,Mohammed Tafer Al-Hassan Ha- mid Saleh Al-Abbadi,3083,female
231,National State Forces Alliance,59,,Alliance,Baghdad,,Male,Engineer Ammar Lazem Amoudas Al-Khazali,3084,Male
231,National State Forces Alliance,60,,Alliance,Baghdad,,Male,Abdulhasir N. Nemah Hassan Jaber Al-Saedi,3085,Male
231,National State Forces Alliance,61,,Alliance,Baghdad,,Male,"Abdul Haseer N Badai Moghtadh, the work of Naie Al-Batbouti",3086,Male
231,National State Forces Alliance,62,,Alliance,Baghdad,,Male,Karim Mohsen Jassim Hassan Al-Haidari,3087,Male
231,National State Forces Alliance,63,,Alliance,Baghdad,,Female,Wake up Hassan Geral Al-Zirj,3088,female
231,National State Forces Alliance,64,,Alliance,Baghdad,,Female,"Suhad Ali Rasn, may God grant you success in your relationship",3089,female
231,National State Forces Alliance,65,,Alliance,Baghdad,,Female,Nibal Fadel Jaber Mohammed Al-Maksousi,3090,female
231,National State Forces Alliance,66,,Alliance,Baghdad,,Female,Asma Salman Lafta Hazal Al-Rubaie,3091,female
231,National State Forces Alliance,67,,Alliance,Baghdad,,Male,I am sad about Ramadan Abdul Abdu- llah Al-Saedi,3092,Male
231,National State Forces Alliance,68,,Alliance,Baghdad,,Male,ناصر محيسن فندي عجيمیي الباوي,3093,Male
231,National State Forces Alliance,69,,Alliance,Baghdad,,Male,Hasir N Ahmed Jikadhim Al-Moussawi,3094,Male
231,National State Forces Alliance,70,,Alliance,Baghdad,,Male,Ahmed Abdulkadhim Sultan Al-Joudah,3095,Male
231,National State Forces Alliance,71,,Alliance,Baghdad,,Male,Razzaq Ali Farhan Awad Al-Ju' wani,3096,Male
231,National State Forces Alliance,72,,Alliance,Baghdad,,Male,Haider KhalafRasan Ali Al-Rasitimawi,3097,Male
231,National State Forces Alliance,73,,Alliance,Baghdad,,Male,Firas Yasha'ib Mansour Al-Jabinawi,3098,Male
