رقم الاقتراع الحزب,الحزب,رقم الاقتراع للمرشح,ا نوع الترشيح,الدائرة الانتخابية,الجنس,إسم المرشح الكامل,الرقم
224,ابشر يا عراق,1,تحالف,بغداد,ذكر,عبدالحسيرن عبدالرضا باقرمحمد عبطان,2891
224,ابشر يا عراق,2,تحالف,بغداد,ذكر,عبد نجم عبدالله عوده العامري,2892
224,ابشر يا عراق,3,تحالف,بغداد,ذكر,عارف عبدالكريم علىي حسيرن العينني,2893
224,ابشر يا عراق,4,تحالف,بغداد,ذكر,حسنيرن صادق جعفركاظم السعدي,2894
224,ابشر يا عراق,5,تحالف,بغداد,ذكر,علىي نبيل مكي محمد الحسثني,2895
224,ابشر يا عراق,6,تحالف,بغداد,ذكر,عبدالله عباس عطية عبد الرفاعي,2896
224,ابشر يا عراق,7,تحالف,بغداد,ذكر,.ضياء محمد علوان جوده الكلاني,2897
224,ابشر يا عراق,8,تحالف,بغداد,ذكر,حسيرن علىي احسان حمدي الزبيدي,2898
224,ابشر يا عراق,9,تحالف,بغداد,ذكر,محمد رشاد اسماعيل جواد الجواهري,2899
224,ابشر يا عراق,10,تحالف,بغداد,ذكر,محمد حسيرن علىي أسد الحكيم,2900
224,ابشر يا عراق,11,تحالف,بغداد,ذكر,طالب حسن درهش حبيب التميمیي,2901
224,ابشر يا عراق,12,تحالف,بغداد,انثى,نورعقيل ياس خضيرالعبدلیي,2902
224,ابشر يا عراق,13,تحالف,بغداد,ذكر,قائد هادي سلمان فياض الكنانني,2903
224,ابشر يا عراق,14,تحالف,بغداد,ذكر,مثثن شلش هلال طاهرالساعدي,2904
224,ابشر يا عراق,15,تحالف,بغداد,ذكر,محمد منعم حاوي حميد المسعودي,2905
224,ابشر يا عراق,16,تحالف,بغداد,ذكر,عامرعدنان داود مضلوم الشمري,2906
224,ابشر يا عراق,17,تحالف,بغداد,ذكر,علىي فاضل علىي مسيرالمسير,2907
224,ابشر يا عراق,18,تحالف,بغداد,ذكر,حاتم علىي رمضان علىي العكثي,2908
224,ابشر يا عراق,19,تحالف,بغداد,انثى,رغداء عطية خلف هميل ياسيرن,2909
224,ابشر يا عراق,20,تحالف,بغداد,انثى,.احمد ناصرحسيرن الخزرجي. نياس,2910
224,ابشر يا عراق,21,تحالف,بغداد,انثى,داليا رشيد احمد مطراللامي,2911
224,ابشر يا عراق,22,تحالف,بغداد,ذكر,عمارخلف جولان جميل الدهش,2912
224,ابشر يا عراق,23,تحالف,بغداد,ذكر,سميركاظم حسن علىي البهادلیي,2913
224,ابشر يا عراق,24,تحالف,بغداد,انثى,رلی فؤاد ابراهيم محمد البيانري,2914
224,ابشر يا عراق,25,تحالف,بغداد,ذكر,احمد يحرث جاسم جويد الساعدي,2915
224,ابشر يا عراق,26,تحالف,بغداد,ذكر,علية عبدالحسيرن طلالكريم لامي,2916
224,ابشر يا عراق,27,تحالف,بغداد,ذكر,علىي غانم عبدالنثي عبد الرضا بخيت,2917
224,ابشر يا عراق,28,تحالف,بغداد,انثى,البيضانني. ميسلون علىي جابر العيثي,2918
224,ابشر يا عراق,29,تحالف,بغداد,ذكر,علىي حسيرن شلال حربجةكرعاوي,2919
224,ابشر يا عراق,30,تحالف,بغداد,ذكر,احمد مهدي صالح محمد الساعدي,2920
224,ابشر يا عراق,31,تحالف,بغداد,ذكر,ياسرطه ابراهيم حمودي العبيدي,2921
224,ابشر يا عراق,32,تحالف,بغداد,انثى,هديل حميد شاكرفليح العزاوي,2922
224,ابشر يا عراق,33,تحالف,بغداد,ذكر,محمد خليل لفته فارس التميمیي,2923
224,ابشر يا عراق,34,تحالف,بغداد,انثى,اشواق عزيزشناوه اسماعيل السعدي,2924
224,ابشر يا عراق,35,تحالف,بغداد,ذكر,عكلة النوري. شاكرخلف لعيثي,2925
224,ابشر يا عراق,36,تحالف,بغداد,انثى,بشرى عبدالحركاظم عزيزالمنكوسري,2926
224,ابشر يا عراق,37,تحالف,بغداد,ذكر,فارانت فارتان شاهيرن يوسف شاهيرن,2927
224,ابشر يا عراق,38,تحالف,بغداد,ذكر,سامرغالب سميسمكريم الدبات,2928
224,ابشر يا عراق,39,تحالف,بغداد,ذكر,مانع عبود حنون صانت اللامي,2929
224,ابشر يا عراق,40,تحالف,بغداد,انثى,حنان قيس عباس عبد علىي العبيدي,2930
224,ابشر يا عراق,41,تحالف,بغداد,ذكر,راصني حسيرن لازم عريمش الساعدي,2931
224,ابشر يا عراق,42,تحالف,بغداد,ذكر,حسون سرربة. توفيق محمود ناجي,2932
224,ابشر يا عراق,43,تحالف,بغداد,ذكر,حسيرن يعقوب حسيرنكاظم البلحاوي,2933
224,ابشر يا عراق,44,تحالف,بغداد,انثى,.اسماء داخل خنجرحسيرن الهليجي,2934
224,ابشر يا عراق,45,تحالف,بغداد,ذكر,مصطفن حسن هادي حمودي البورضا,2935
224,ابشر يا عراق,46,تحالف,بغداد,ذكر,مصطفن احمد مصطفن نصوف العبيدي,2936
224,ابشر يا عراق,47,تحالف,بغداد,ذكر,امير طعمة عبدالحسيرن عبد الثامر,2937
224,ابشر يا عراق,48,تحالف,بغداد,انثى,نوال عبدالرزاق عجيل خلف الخميسىي,2938
224,ابشر يا عراق,49,تحالف,بغداد,انثى,اخلاص سلمان جاسم موس زرجاوي,2939
224,ابشر يا عراق,50,تحالف,بغداد,ذكر,عماد عباس فاضل حمود التويجري,2940
224,ابشر يا عراق,51,تحالف,بغداد,ذكر,.عودة ماهر غانم صالح الدراجي,2941
224,ابشر يا عراق,52,تحالف,بغداد,انثى,نورمهدي علىي كاظم البيجاوي,2942
224,ابشر يا عراق,53,تحالف,بغداد,انثى,سعاد زياد جياد عذاب العامري,2943
224,ابشر يا عراق,54,تحالف,بغداد,ذكر,علىي فرحان شلال محيسن التميمیي,2944
224,ابشر يا عراق,55,تحالف,بغداد,انثى,حكمت قاسم عبد منصوراللامي,2945
224,ابشر يا عراق,57,تحالف,بغداد,ذكر,احمد عماد ترکیي فارس الخزعلىي,2946
224,ابشر يا عراق,58,تحالف,بغداد,ذكر,.محمد خضيرعباس محمد الصندوقجي,2947
224,ابشر يا عراق,59,تحالف,بغداد,انثى,الاء عبدالله شهاب احمد القيسىي,2948
224,ابشر يا عراق,61,تحالف,بغداد,انثى,اقبال عبدالعظيم ظيدان ضيدان العكيلىي,2949
224,ابشر يا عراق,62,تحالف,بغداد,ذكر,معيرنعلىي عطية حسيرن الخزعلىي,2950
224,ابشر يا عراق,63,تحالف,بغداد,ذكر,عباس فاضل فرج عبدالحسن الربيعي,2951
224,ابشر يا عراق,64,تحالف,بغداد,ذكر,علىي شاهيرن عبدالحسن مهيمن المالكي,2952
224,ابشر يا عراق,65,تحالف,بغداد,ذكر,ازهرجعفرعويززكاط الغزالیي,2953
224,ابشر يا عراق,66,تحالف,بغداد,ذكر,نضكزارعبدالحسيرن باسري الوائلىي,2954
224,ابشر يا عراق,67,تحالف,بغداد,ذكر,زيدالحق حسيرن شلاكة جابرالزركانني,2955
224,ابشر يا عراق,68,تحالف,بغداد,ذكر,حيدرحسيرن عزيزخان عزيزالحيدري,2956
224,ابشر يا عراق,69,تحالف,بغداد,انثى,مياده عبدالستار عبدالرحمن مراد الاركوازي,2957
224,ابشر يا عراق,70,تحالف,بغداد,ذكر,حيدرمطرعلىي خلاوي الذهثي,2958
224,ابشر يا عراق,71,تحالف,بغداد,ذكر,محمد ربيعه. عبدالغفاركريم جي,2959
224,ابشر يا عراق,72,تحالف,بغداد,ذكر,احمدكاطع صباروريوش البهادلیي,2960
224,ابشر يا عراق,73,تحالف,بغداد,انثى,نجاة حسيرن موس طاهرالزغثي,2961
224,ابشر يا عراق,74,تحالف,بغداد,انثى,نورحيدرعبدالحسيرن صالح الحكيم,2962
224,ابشر يا عراق,75,تحالف,بغداد,انثى,زمان جبارشنيشل صالح الربيعاوي,2963
224,ابشر يا عراق,76,تحالف,بغداد,ذكر,سيف محمد صبجي عارف الرضوان,2964
224,ابشر يا عراق,77,تحالف,بغداد,انثى,sسميرة اسماعيل ابراهيم محمد السامراني,2965
224,ابشر يا عراق,78,تحالف,بغداد,ذكر,فراس علىي حسيرن فارس الجميلىي,2966
224,ابشر يا عراق,79,تحالف,بغداد,ذكر,عبدالحميد فاضل جعفرايوب البيانري,2967
224,ابشر يا عراق,80,تحالف,بغداد,انثى,هديرمحمد عطا عبدالحسيرن الشماع,2968
224,ابشر يا عراق,81,تحالف,بغداد,انثى,ندى خليل يحرثكشاش الشويلىي,2969
224,ابشر يا عراق,82,تحالف,بغداد,ذكر,احمد علىي احمد فليح التميمیي,2970
224,ابشر يا عراق,83,تحالف,بغداد,انثى,سلوى محمدحسن عباس منانري المياجي,2971
224,ابشر يا عراق,84,تحالف,بغداد,ذكر,علىي جهاد محمد علىي الحسثني,2972
224,ابشر يا عراق,85,تحالف,بغداد,انثى,افتخاراحمد علوان اسماعيل الحياصي,2973
224,ابشر يا عراق,86,تحالف,بغداد,انثى,حلا جاسب محمد لازم المحمداوي,2974
224,ابشر يا عراق,87,تحالف,بغداد,ذكر,غالب مجيد حسون عبد الله الكاظمیي,2975
224,ابشر يا عراق,88,تحالف,بغداد,ذكر,مؤيد عبدالله عبدالكريم جابرالساعدي,2976
224,ابشر يا عراق,89,تحالف,بغداد,انثى,ضج علىي طالب عميرالجدياوي,2977
224,ابشر يا عراق,90,تحالف,بغداد,ذكر,صدام عبدالرزاق حسيرن علىي الزبيدي,2978
224,ابشر يا عراق,91,تحالف,بغداد,انثى,ثناء شنيرن حسيرن علىي الشمري,2979
224,ابشر يا عراق,92,تحالف,بغداد,ذكر,فلاح حسن عبد محسن العكيلىي,2980
224,ابشر يا عراق,93,تحالف,بغداد,انثى,نهايه فيصل لفته نجم القيسىي,2981
224,ابشر يا عراق,94,تحالف,بغداد,ذكر,الزبيدي. محمد منذرعبدالواحد ناجي,2982
224,ابشر يا عراق,95,تحالف,بغداد,ذكر,.فؤاد نهاد محسن علىي الركاني,2983
224,ابشر يا عراق,96,تحالف,بغداد,ذكر,قاسم احمد يوسف اسماعيل الموسوي,2984
224,ابشر يا عراق,97,تحالف,بغداد,انثى,مياسةكاطع عبدالله أحمد الساعدي,2985
224,ابشر يا عراق,98,تحالف,بغداد,ذكر,ضياء فوزي نصيراحمد الطيار,2986
224,ابشر يا عراق,100,تحالف,بغداد,ذكر,علىي حميد علىي علوان الزيدي,2987
224,ابشر يا عراق,101,تحالف,بغداد,انثى,ابتسام مجبل ثجيل بدن الزيدي,2988
224,ابشر يا عراق,102,تحالف,بغداد,ذكر,علىي رضا مصطفن حسيرن الياسري,2989
224,ابشر يا عراق,103,تحالف,بغداد,ذكر,حيدرجمعه وجربنيان الحماسي,2990
224,ابشر يا عراق,104,تحالف,بغداد,ذكر,رعد سلمان عبد فرج الربيعي,2991
224,ابشر يا عراق,105,تحالف,بغداد,انثى,حمد الشمري. رجاء علىي عريثي,2992
224,ابشر يا عراق,106,تحالف,بغداد,ذكر,حيدرماجد فرحان حطاب جعباوي,2993
224,ابشر يا عراق,107,تحالف,بغداد,ذكر,حسيرن جوادكاظم عبد عونكنانه,2994
224,ابشر يا عراق,108,تحالف,بغداد,انثى,.صني عادل محسن ناصرالخفاجي,2995
224,ابشر يا عراق,109,تحالف,بغداد,انثى,مروة عبدالكريم عوفني صرول ال زياد,2996
224,ابشر يا عراق,110,تحالف,بغداد,ذكر,عبدالهادي عبدالحسن بدرحمد الزهيري,2997
224,ابشر يا عراق,111,تحالف,بغداد,ذكر,محمد مجيد شافني سنيد السودانني,2998
224,ابشر يا عراق,113,تحالف,بغداد,انثى,بروين اسماعيل سعيد خشوالدلوي,2999
224,ابشر يا عراق,114,تحالف,بغداد,ذكر,وسام فري.ح مسلم غافل القصاب,3000
224,ابشر يا عراق,115,تحالف,بغداد,ذكر,حيدرمجيد جاسم هليل الساعدي,3001
224,ابشر يا عراق,116,تحالف,بغداد,ذكر,طالب محسن رهيف حزام الحاتمیي,3002
224,ابشر يا عراق,117,تحالف,بغداد,ذكر,طاهرقنبل عذيركظيب المحمداوي,3003
224,ابشر يا عراق,118,تحالف,بغداد,ذكر,احمد شهيد مرهون عباس الكرعاوي,3004
224,ابشر يا عراق,119,تحالف,بغداد,ذكر,سرمد فلاح حسن عبدالرسولكمال الدين,3005
224,ابشر يا عراق,120,تحالف,بغداد,انثى,وحيده فرج حمادي زيدان العامري,3006
224,ابشر يا عراق,121,تحالف,بغداد,انثى,سحرخزعل عبدالرضا عباس الشريفني,3007
224,ابشر يا عراق,122,تحالف,بغداد,ذكر,sعدنان مسلم زغيرحسن الطباطاني,3008
224,ابشر يا عراق,123,تحالف,بغداد,ذكر,علىي احمد علىي حسيرن البيانري,3009
224,ابشر يا عراق,124,تحالف,بغداد,ذكر,حيدرعبداللطيف عبدالرحيم بدن اللامي,3010
224,ابشر يا عراق,125,تحالف,بغداد,انثى,وفاء خليل محمداميرن مراد البضي,3011
224,ابشر يا عراق,126,تحالف,بغداد,ذكر,محمد عبادي كاظم عبد البديري,3012
224,ابشر يا عراق,127,تحالف,بغداد,ذكر,.عبدالزهرة نعيم كاظم وادي الركاني,3013
224,ابشر يا عراق,128,تحالف,بغداد,انثى,ملاك نعيم ناشورمعارج العكيلىي,3014
224,ابشر يا عراق,129,تحالف,بغداد,انثى,امانني مهدي حميد موس الشرباوي,3015
224,ابشر يا عراق,130,تحالف,بغداد,ذكر,بشارسليم ياس عباس الكرجني,3016
224,ابشر يا عراق,131,تحالف,بغداد,ذكر,ضياء فاخرنكال مهاوي الازيرجاوي,3017
224,ابشر يا عراق,132,تحالف,بغداد,ذكر,علىي معيوف لفته البخيت الجبوري,3018
224,ابشر يا عراق,133,تحالف,بغداد,انثى,شهلاء طه جوادكاظم الجبوري,3019
224,ابشر يا عراق,134,تحالف,بغداد,ذكر,خالد سميرن سعيد خلف البالانني,3020
224,ابشر يا عراق,135,تحالف,بغداد,ذكر,عباس عبدالله زرزور رحيمه الساعدي,3021
224,ابشر يا عراق,136,تحالف,بغداد,ذكر,كريم عوده محمد خريبط السودانني,3022
224,ابشر يا عراق,137,تحالف,بغداد,انثى,.سهيرعلىيكاظم خضيرالخفاجي,3023
224,ابشر يا عراق,138,تحالف,بغداد,ذكر,قاسم سلمان محسن حسيرن العبودي,3024
224,ابشر يا عراق,139,تحالف,بغداد,ذكر,علىي حسن شياع سعيد الكنانني,3025
227,.الاستاذة اليربوية أمل حسن أرحيم ألعقاني,1,فرد,بغداد,انثى,.امل حسن ارحيم ذرب العقاني,3026
231,تحالف قوى الدولة الوطنية,1,تحالف,بغداد,ذكر,عمارموسكاظم حسيرن الاسدي,3027
231,تحالف قوى الدولة الوطنية,2,تحالف,بغداد,ذكر,احمد سالم عزيزحمد الساعدي,3028
231,تحالف قوى الدولة الوطنية,3,تحالف,بغداد,ذكر,ثائر عبدالجليل حيال جودة الشويلىي,3029
231,تحالف قوى الدولة الوطنية,4,تحالف,بغداد,ذكر,علىي جاسم محمد خليفة الحميداوي,3030
231,تحالف قوى الدولة الوطنية,5,تحالف,بغداد,انثى,انسجام عبدالزهرة جواد علىي ال غره,3031
231,تحالف قوى الدولة الوطنية,6,تحالف,بغداد,انثى,علا حسيرن حاتم يحرث التميمیي,3032
231,تحالف قوى الدولة الوطنية,7,تحالف,بغداد,ذكر,نعيمكريم عبد حمد الشويلىي,3033
231,تحالف قوى الدولة الوطنية,8,تحالف,بغداد,ذكر,خلف المكصوصي. علىي حاتم جي,3034
231,تحالف قوى الدولة الوطنية,9,تحالف,بغداد,انثى,احلام سالم ثجيل علىي المعتوك,3035
231,تحالف قوى الدولة الوطنية,10,تحالف,بغداد,ذكر,علاوي نعمه موله طارش البنداوي,3036
231,تحالف قوى الدولة الوطنية,11,تحالف,بغداد,ذكر,.حسن العقاني. نافع عبدكرجي,3037
231,تحالف قوى الدولة الوطنية,12,تحالف,بغداد,ذكر,ابراهيم عادل ابراهيم فهد المحمداوي,3038
231,تحالف قوى الدولة الوطنية,13,تحالف,بغداد,ذكر,.هشام فنجان جهد عويصي الدراجي,3039
231,تحالف قوى الدولة الوطنية,14,تحالف,بغداد,ذكر,كاظم زغيرنغيمش خنجرفرطوسي,3040
231,تحالف قوى الدولة الوطنية,15,تحالف,بغداد,ذكر,.ضياء عايد جواد كاظنم الجلاني,3041
231,تحالف قوى الدولة الوطنية,16,تحالف,بغداد,ذكر,شاكرجعفرجاسم محسن الموسوي,3042
231,تحالف قوى الدولة الوطنية,17,تحالف,بغداد,انثى,ايات مظفرنوري فتجي البارودي,3043
231,تحالف قوى الدولة الوطنية,18,تحالف,بغداد,ذكر,ناصرهاشم ثعلب شبيب الساعدي,3044
231,تحالف قوى الدولة الوطنية,19,تحالف,بغداد,ذكر,وسام محمد حسيرن جعفر ال عطية,3045
231,تحالف قوى الدولة الوطنية,20,تحالف,بغداد,ذكر,كامل سالم فارس مزبان الساعدي,3046
231,تحالف قوى الدولة الوطنية,21,تحالف,بغداد,ذكر,.قيس اسماعيل جبارحمود جلاني,3047
231,تحالف قوى الدولة الوطنية,22,تحالف,بغداد,ذكر,حسيرن طالب عبود مروح الفضلىي,3048
231,تحالف قوى الدولة الوطنية,23,تحالف,بغداد,ذكر,فراس علىي شاكرعجيل الموسوي,3049
231,تحالف قوى الدولة الوطنية,24,تحالف,بغداد,ذكر,علىي محمد مجي جلال التميمیي,3050
231,تحالف قوى الدولة الوطنية,25,تحالف,بغداد,ذكر,احمد شاكرمحمود حسيرن المنصوري,3051
231,تحالف قوى الدولة الوطنية,26,تحالف,بغداد,ذكر,.علىي نجم عبد دحام الجلاني,3052
231,تحالف قوى الدولة الوطنية,27,تحالف,بغداد,ذكر,.ليث عادل رضا حسن الخفاجي,3053
231,تحالف قوى الدولة الوطنية,28,تحالف,بغداد,ذكر,فريد مجبل حسيرن صجني الحريشاوي,3054
231,تحالف قوى الدولة الوطنية,29,تحالف,بغداد,ذكر,عمارعدنان وهيب سبع عميري,3055
231,تحالف قوى الدولة الوطنية,30,تحالف,بغداد,ذكر,قاسم محمد جاسم محمد العميري,3056
231,تحالف قوى الدولة الوطنية,31,تحالف,بغداد,ذكر,.سجاد حسن خلف جاسم الجويي,3057
231,تحالف قوى الدولة الوطنية,32,تحالف,بغداد,انثى,ميساء مهدي حسن احمد العيدانني,3058
231,تحالف قوى الدولة الوطنية,33,تحالف,بغداد,ذكر,حسن دسررمسيرسلومي ال ربيع,3059
231,تحالف قوى الدولة الوطنية,34,تحالف,بغداد,ذكر,محمد يونس علىي حسن المعموري,3060
231,تحالف قوى الدولة الوطنية,35,تحالف,بغداد,ذكر,رياض جواد عبدالرضا عبدالله الكرعانني,3061
231,تحالف قوى الدولة الوطنية,36,تحالف,بغداد,ذكر,علىي رشيد حسن نضالله التميمیي,3062
231,تحالف قوى الدولة الوطنية,37,تحالف,بغداد,ذكر,سعد مؤيد صافني محمد النصيري,3063
231,تحالف قوى الدولة الوطنية,38,تحالف,بغداد,ذكر,محمود شاكر لونري ثويثني السودانني,3064
231,تحالف قوى الدولة الوطنية,39,تحالف,بغداد,ذكر,عدنان مالح عبد عطروزالشهيلىي,3065
231,تحالف قوى الدولة الوطنية,40,تحالف,بغداد,ذكر,محمد ابراهيم محيميد عليوي التميمیي,3066
231,تحالف قوى الدولة الوطنية,41,تحالف,بغداد,ذكر,غالب جواد حسيرن محسن البيانري,3067
231,تحالف قوى الدولة الوطنية,42,تحالف,بغداد,ذكر,صادق عدنانكاظم خشان البوشتيوي,3068
231,تحالف قوى الدولة الوطنية,43,تحالف,بغداد,ذكر,كريم يوسف ظاهر صافني المياجي,3069
231,تحالف قوى الدولة الوطنية,44,تحالف,بغداد,ذكر,هادي حسيرن سهرغافل الزاملىي,3070
231,تحالف قوى الدولة الوطنية,45,تحالف,بغداد,ذكر,مضنمحمدباقرخضن باقر السنبلىي,3071
231,تحالف قوى الدولة الوطنية,46,تحالف,بغداد,انثى,خالد محمد عبد البوعليان. سج,3072
231,تحالف قوى الدولة الوطنية,47,تحالف,بغداد,ذكر,بهاء حسيرن نوري حسيرن الساعدي,3073
231,تحالف قوى الدولة الوطنية,48,تحالف,بغداد,ذكر,صالح مهديكاطع دخيل الزيدي,3074
231,تحالف قوى الدولة الوطنية,49,تحالف,بغداد,انثى,جنان ماجد ويس خضيرالدليمیي,3075
231,تحالف قوى الدولة الوطنية,50,تحالف,بغداد,ذكر,مثثن حسيرن سلمان عزيزالنجادي,3076
231,تحالف قوى الدولة الوطنية,51,تحالف,بغداد,ذكر,كمال حسيرن جاسم حمادي العامري,3077
231,تحالف قوى الدولة الوطنية,52,تحالف,بغداد,انثى,ياسيرن الوائلىي. امنة مهدي ناجي,3078
231,تحالف قوى الدولة الوطنية,53,تحالف,بغداد,ذكر,عزيزمحسن عوده خماط الحميداوي,3079
231,تحالف قوى الدولة الوطنية,54,تحالف,بغداد,ذكر,ناظم فاضلكاظم محمد العامري,3080
231,تحالف قوى الدولة الوطنية,55,تحالف,بغداد,ذكر,محمد عبدالرضا جاسم علىي النوري,3081
231,تحالف قوى الدولة الوطنية,57,تحالف,بغداد,ذكر,.نعيمه بهيدل الشاجي. علىي لعيثي,3082
231,تحالف قوى الدولة الوطنية,58,تحالف,بغداد,انثى,محمدتفري الحسن حميد صالح العبادي,3083
231,تحالف قوى الدولة الوطنية,59,تحالف,بغداد,ذكر,مهند عمارلازم امعودس الخزعلىي,3084
231,تحالف قوى الدولة الوطنية,60,تحالف,بغداد,ذكر,عبدالحسيرن نعمه حسن جابرالساعدي,3085
231,تحالف قوى الدولة الوطنية,61,تحالف,بغداد,ذكر,عبدالحسيرن بداي مغتاض صنيع البطبوطي,3086
231,تحالف قوى الدولة الوطنية,62,تحالف,بغداد,ذكر,كريم محسن جاسم حسن الحيدري,3087
231,تحالف قوى الدولة الوطنية,63,تحالف,بغداد,انثى,علىي حسن جيرال الزيرج. استيق,3088
231,تحالف قوى الدولة الوطنية,64,تحالف,بغداد,انثى,سهاد علىي راصني فرج العلاق,3089
231,تحالف قوى الدولة الوطنية,65,تحالف,بغداد,انثى,نبال فاضل جابرمحمد المكصوصي,3090
231,تحالف قوى الدولة الوطنية,66,تحالف,بغداد,انثى,اسماء سلمان لفته هذال الربائع,3091
231,تحالف قوى الدولة الوطنية,67,تحالف,بغداد,ذكر,حسيرن رمضان عبد عبدالله الساعدي,3092
231,تحالف قوى الدولة الوطنية,68,تحالف,بغداد,ذكر,ناصرمحيسن فندي عجيمیي الباوي,3093
231,تحالف قوى الدولة الوطنية,69,تحالف,بغداد,ذكر,كاظم الموسوي. حسيرن احمد جي,3094
231,تحالف قوى الدولة الوطنية,70,تحالف,بغداد,ذكر,احمد عبدكاظم سلطان الجوده,3095
231,تحالف قوى الدولة الوطنية,71,تحالف,بغداد,ذكر,رزاق علىي فرحان عوض الجوعانني,3096
231,تحالف قوى الدولة الوطنية,72,تحالف,بغداد,ذكر,حيدرخلف رسن علىي الرسيتماوي,3097
231,تحالف قوى الدولة الوطنية,73,تحالف,بغداد,ذكر,فراس يشاتعيب منصورالجبيناوي,3098
231,تحالف قوى الدولة الوطنية,74,تحالف,بغداد,ذكر,علىي عودة عبيد توله العويشجاوي,3099
231,تحالف قوى الدولة الوطنية,75,تحالف,بغداد,انثى,.سرورجعفرمحمدعلىي حسيرن الخفاجي,3100
231,تحالف قوى الدولة الوطنية,76,تحالف,بغداد,انثى,قسمه عبد بجاي معارج الزركانني,3101
231,تحالف قوى الدولة الوطنية,77,تحالف,بغداد,ذكر,عمرمزهرزامل فرادي الشريفني,3102
231,تحالف قوى الدولة الوطنية,78,تحالف,بغداد,ذكر,غزوان مشعان مهدي جبارالسعدي,3103
231,تحالف قوى الدولة الوطنية,79,تحالف,بغداد,انثى,لمياء عبدالزهره فالح محمد الساعدي,3104
231,تحالف قوى الدولة الوطنية,80,تحالف,بغداد,ذكر,اثيرحمادي عيسى حديد الجبوري,3105
231,تحالف قوى الدولة الوطنية,81,تحالف,بغداد,ذكر,طه انمار عبدالبافري خماس المهداوي,3106
231,تحالف قوى الدولة الوطنية,82,تحالف,بغداد,انثى,لارا عبدالكاظم علوانكاظم المكصوصي,3107
231,تحالف قوى الدولة الوطنية,83,تحالف,بغداد,انثى,افتخارفوزي ستارمحمد الدباغ,3108
231,تحالف قوى الدولة الوطنية,84,تحالف,بغداد,انثى,مثن حسيرن علىي خلف الساعدي,3109
231,تحالف قوى الدولة الوطنية,85,تحالف,بغداد,انثى,امل جاسم محيسن حطيط اللامي,3110
231,تحالف قوى الدولة الوطنية,86,تحالف,بغداد,انثى,رؤى منيرجاسم محمد الشمري,3111
231,تحالف قوى الدولة الوطنية,87,تحالف,بغداد,انثى,سوسن عبدالجباراسماعيل مجي اللامي,3112
231,تحالف قوى الدولة الوطنية,88,تحالف,بغداد,انثى,براق عيسى فرحان حمدان الفضلىي,3113
231,تحالف قوى الدولة الوطنية,89,تحالف,بغداد,ذكر,حسيرن عبدالله لفته علىي الزيدي,3114
231,تحالف قوى الدولة الوطنية,90,تحالف,بغداد,ذكر,عبدالسادة المحمداوي. كريم صيي. صيي,3115
231,تحالف قوى الدولة الوطنية,91,تحالف,بغداد,ذكر,حسن موس سبهان شنيو الجعباوي,3116
231,تحالف قوى الدولة الوطنية,92,تحالف,بغداد,ذكر,احمد هاشم كريم علىي الحلىي,3117
231,تحالف قوى الدولة الوطنية,93,تحالف,بغداد,ذكر,عدنان هامل زبون جعفربيضانني,3118
231,تحالف قوى الدولة الوطنية,94,تحالف,بغداد,ذكر,زهيرعباس عداي عطية جوذري,3119
231,تحالف قوى الدولة الوطنية,95,تحالف,بغداد,ذكر,وليدكريم رسن صالح الدلفني,3120
231,تحالف قوى الدولة الوطنية,96,تحالف,بغداد,ذكر,ابراهيم كاظم جلوب جودة الهلالیي,3121
231,تحالف قوى الدولة الوطنية,97,تحالف,بغداد,ذكر,احمد جمعه عباس والیي الساعدي,3122
231,تحالف قوى الدولة الوطنية,98,تحالف,بغداد,ذكر,حميد حديد حمود صالح معموري,3123
231,تحالف قوى الدولة الوطنية,99,تحالف,بغداد,ذكر,رافد محمد حمزه فرحان الزركان,3124
231,تحالف قوى الدولة الوطنية,100,تحالف,بغداد,انثى,رفاد جبار طاهر مزبان ال ايزيرج,3125
231,تحالف قوى الدولة الوطنية,101,تحالف,بغداد,ذكر,مهدي عدنان نوروزفاظل الجوهري,3126
231,تحالف قوى الدولة الوطنية,102,تحالف,بغداد,انثى,نشين علىي عبدالامير محمد الكاظمیي,3127
231,تحالف قوى الدولة الوطنية,103,تحالف,بغداد,ذكر,حسيرن فاضل غضبان حسيرن الربيعاوي,3128
231,تحالف قوى الدولة الوطنية,104,تحالف,بغداد,ذكر,غانم سامي غانم رهيف الهاشمیي,3129
231,تحالف قوى الدولة الوطنية,105,تحالف,بغداد,ذكر,باسم حسيرن محسن حمادي الساعدي,3130
231,تحالف قوى الدولة الوطنية,106,تحالف,بغداد,ذكر,ياسرعلىي عبيد شبيب العامري,3131
231,تحالف قوى الدولة الوطنية,107,تحالف,بغداد,ذكر,ضميد. صباح جواد جي,3132
231,تحالف قوى الدولة الوطنية,108,تحالف,بغداد,ذكر,محمد موفق عبدالكاظم علىي ربيعي,3133
231,تحالف قوى الدولة الوطنية,109,تحالف,بغداد,ذكر,محمد علىي زامل سلمان البهادلیي,3134
231,تحالف قوى الدولة الوطنية,110,تحالف,بغداد,ذكر,نورس عزيزعليوي حمادي الغزالیي,3135
231,تحالف قوى الدولة الوطنية,111,تحالف,بغداد,ذكر,علىي طالب محمود داوود,3136
231,تحالف قوى الدولة الوطنية,112,تحالف,بغداد,انثى,هناء علىي حسيرن عبدالله العزاوي,3137
