"ElectionNumber","Name_English","Name_Original","City"
"3833","?????? ???? ???? ???? ??????????","Ibtihal Ahmed Dawood Saloum Al-Tarabuli","?????"
"3834","??????? ???? ????","Nour Riad Saleh Hajem","?????"
"3835","???? ???? ????????????? ??????","Samia Mohammed Abdel Aziz Saleh Al-Rawi","?????"
"3836","???? ????????? ???? ?????","Narrated by Abdul Salam Nawaf Hasir","?????"
"3837","???? ???? ???? ???? ??????","Ghada Ne'ma Hamid Awda Al-Jarad","?????"
"3838","???? ???? ???? ???? ????????","Sindus Mohsen Ali Tayeh Al-Kabeisi","?????"
"3839","????? ???? ???? ???? ???????","Tamra Hamid Yousef Ahmed Al-Ghabawi","?????"
"384","??? ???? ???? ????? ?? ????","Adi Hatem Hajoul Rasn Y Al Lawi","?????"
"3840","???? ???? ????????","Meeting with Hashem Khadir Abbas","?????"
"3841","??? ???? ??? ???? ??????","Safa Falah Hassan Madih Al-Douri","?????"
"3842","???? ???? ???? ???? ????????","Hafsa Sabah Ahmed Hamed Al-
Shar Bathri","?????"
"3843","??? ?????? ???? ????? ????????","??? ?????? ???? ????? ????????","?????"
"3844","???? ???? ???? ???? ????????","Zainab Mahdi Hamid Hashim Al-Bouali","?????"
"3845","???? ????? ???? ????","???? ????? ???? ????","?????"
"3846","???? ??????? ???? ?????","Thanaa Ibrahim Jabbar Salman","?????"
"3847","????? ???? ????????? ??? ???????","Congratulations Tariq Abdul Rahim Asif Al-Azzawi","?????"
"3848","????? ???? ???? ????","Najla Hashem Hammad Attia","?????"
"3849","????? ???? ????????? ??????","Date ofbirth of Hamid Dhaher Hammadi Aithawi","?????"
"385","???? ???? ??????? ???? ???????","Ali Talib Abdullah Kased Al-Badran","?????"
"3850","????? ???? ????? ???","Warqaa Kazim Aliwi Hamad","?????"
"3851","???? ???? ???? ???? ??????????","Ahoud Ali Ahmed Saleh Al-
Mashhadani","?????"
"3852","???? ???? ????????? ???? ???????","Saleh Anad Abdul Razzaq Ahmed
Al-Anani","?????"
"3853","???? ???? ?????? ???? ??????????","Sami Jawad Yasser N Ahmed
Al-Mashhadani","?????"
"3854","??????? ???? ???? ??????","Abdullah Mohammed
Obaid Sarrar Free","?????"
"3855","???? ???? ????????","Hamid Jassim Mohammed Ka-
ssar","?????"
"3856","???????? ??????? ????? ???????","Nouri Kamel Mohammed Hassan Hammadi
Al-Maliki","?????"
"3857","??? ???? ??? ?????? ??????","Hassan Hamid Hassan Al-Sanid Al-Sanid","?????"
"3858","???? ???? ????? ???? ???","Ahmed Mohammed Hasir Qasim Ha-
ssan","?????"
"3859","???? ???? ?????????? ????","Laila Mahdi Abdulhassin Hadi","?????"
"386","??? ???? ????????? ??????? ?????????","Amal Mohammed Abdul Karim Abdullah Al-Abdullah","?????"
"3860","???? ???? ????????? ???? ???????","Ahmed Salim Abdel Rahman Ali Al-Ahmadi","?????"
"3861",".???? ????? ???????? ???????","Ali Shaalan Mutashraf Faisal Al-Daraji","?????"
"3862","????? ??? ??? ?????????????","Atwan Sayed Hassan Thamer Al-
Atwani","?????"
"3863","????? ???? ???? ??????? ??????","Dreams of Rashid Abbas Jarallah Al-
Lami","?????"
"3864","????? ???? ???? ???? ???????","????? ???? ???? ???? ???????","?????"
"3865","????? ???? ????? ???? ????????","Osman Hadi Hayawi Hadi Al-Shabanni","?????"
"3866","???? ??? ????? ???? ??????","Mohammed Hassan Rasn Y Saud Al-
Qadri","?????"
"3867","????? ???????? ????????? ?????","????? ???????? ????????? ?????","?????"
"3868","?????. ???? ???? ???? ????","Ali Yousef HamoudNaji Al-Matar","?????"
"3869","??????. ???????? ???? ??","Baqir Kazim Nasirji al-Saadi","?????"
"387","???? ????? ????? ????? ?????","Muhand Hasirn Muhan Rahirn Al-
Ghazi","?????"
"3870","???? ????????? ???? ???? ???????","Ali Abdul Mohammad Azaab Mohammad Al-
Busaisi","?????"
"3871","???? ???? ?????????? ???? ??????","Zainab Arif Abdulhasir N        Hamoud Al-
Hamoud","?????"
"3872","???? ???? ???? ???? ???????","Sardhi NayefAbbas Sardhi Al-Boumji","?????"
"3873","???? ???????? ???","Ali Jabbar Hafez sat down","?????"
"3874","????? ???????????? ???? ???????","Mahmoud Abdul-Jabbar Musa Ahmed Al-Zubaidi","?????"
"3875","???? ?????????? ???? ???? ???????","Suad Abdul Haseer N., a customer of Akleh
Al-Maliki","?????"
"3876","???? ???? ????? ???","Sadiq Anid Hadawi Reda","?????"
"3877","???? ???????? ????? ??????","Memorial of Ammar Ahmed Majli
Radithan Y","?????"
"3878","???? ???? ???? ???","Alaa Jaber Hashem Nour","?????"
"3879",".??? ???? ???? ???? ???????","Messengers of Noble Saeb Ali Al-Araji","?????"
"388","???? ???? ????? ??????????","Ahmad Hamed Dawood Jaber Al-
Attasi","?????"
"3880","???? ????????? ???? ????????","Ali Mazhar Eidan Muslih Al-Maamouri","?????"
"3881","???????? ???? ????","Ammar Kazim Obaid Jassim","?????"
"3882","??? ???? ???? ????? ?????","Quds Ahmad Fares Arvid Mention","?????"
"3883","???? ???????? ???? ??????????","Safiyya Jabbar Qasim, the neighbor's
destroyer, I am","?????"
"3884","???????????????? ????????","Ammar Star Jabbar Hattab Al-Alyawi","?????"
"3885","???????? ????? ???? ???????","Haider Karim Hamdan Hassan Al-Gharawi","?????"
"3886","???????????? ??? ???????","Haider Nazim Katta' Rasn Al-Saedi","?????"
"3887","?? ??? ???? ???? ??????","Saad Dawood Rashid Al-Khalwa was in a
state of turmoil","?????"
"3888","???? ???? ??????? ???? ???????","Abdullah's Messenger, Ali Al-Zubaidi, plows","?????"
"3889","???? ???? ??? ????","Ali Attia Rakhma Saeed","?????"
"389","???? ???? ?????? ?????","Ali Asi Nimr Hassan Al-Atab","?????"
"3890","???? ???? ????? ??? ?????????","Ayad Kazim Eidhan Abdul-
Bulani","?????"
"3891","???? ???? ????? ???? ???????","???? ???? ????? ???? ???????","?????"
"3892","???? ???? ??????? ????? ????????","Mu'ayyad Khalil Ibrahim Dab'oun al-Dabkhawi","?????"
"3893","???????? ???????? ???????","Nasir Kazim Ahmed Kazim Al-Moussawi","?????"
"3894","??????? ???? ?????????????","As a thunderous Zamel Samir
Al-Mouzani","?????"
"3895","??? ??? ??? ??????? ??????","Secretly, Maan Zaid Ibrahim Al-Saadi","?????"
"3896","???? ????? ???? ???? ???????","Najeeb Mustafa Mahdi Ali Al-Salji","?????"
"3897","????? ??? ???? ????? ???????","In his name, Louay Hassoun Muayyar N Al-
Saedi","?????"
"3898","????????? ???? ???? ???? ???????","Abdul Ghathan Y Qasim Muhammad Mahdi
Al-Khasaki","?????"
"3899","????? ??? ??????? ?????? ???? ??????","Iqbal Abdul Haseer N Abu Jari Madhi Madhi","?????"
"39","???? ???? ???? ????","Hiva Hadi Nader Ghader","?????"
"390","????? ???? ???? ??????????","Afrah Talib Ali Haider Al-Hilal","?????"
"3900","???? ???? ???? ???? ????????","Faisal Ghazi Hashim Obaid Al-Sulaili","?????"
"3901","???? ???? ????? ????? ???????","Khayun Sarhan Khuraibat Al-Sayhud Waterfall","?????"
"3902","??????????????? ??? ???.?","Sahar Driskzar Abbas Ati Farih","?????"
"3903","????? ???????????? ???","Ehsan Abdul Hassan Kazem Hassan","?????"
"3904","?? ??? ????? ?????","Taha Abdel Halata Jaithal","?????"
"3905","???? ????? ??????? ?????","Nidal Haseer N Abdullah Sarr
Yif","?????"
"3906","???? ???????? ??? ??????","Muhammad Khudair Dakhil Hassan Al-Hasana","?????"
"3907","???? ???? ???? ???? ??????","Suad Jassim Mohammed Ali Al-Saadi","?????"
"3908","???? ?????????? ???? ???? ???????","Ali Abdul-Hassan Mohsen Hassoun
Al-Maliki","?????"
"3909","???? ???????? ???? ???? ??????","Adel Abdul Redha Ali Sajit Sajit","?????"
"391","??????. ????? ???? ???????? ??","Ihsan Munawwar Abdul Nathi Shila
Al-Aboud","?????"
"3910","???????? ????? ?????","Thaer Jassim Rasn Y
Hasirn","?????"
"3911","???????????? ????? ??????","Haider Mutair Khalil Brisam Al-Balji","?????"
"3912","????? ???? ????? ????","Oran Mohamed Hassern Sa-
leh","?????"
"3913","???? ???? ????? ????????????","Kazem Qasim Marboush, thank you, Al-Fawadi","?????"
"3914","???????? ??? ???? ???????","Haider Mohammed Hassan Judeh Al-Yasiri","?????"
"3915","???? ????? ???? ???? ??????","Mohammed Mutawaq Abboud Issa Al Mahdi","?????"
"3916","???? ???? ???????? ???????","Janan Mohsen Zayerhouzi Al-Zubaidi","?????"
"3917","???????? ????????","Jafardahi Matar Abbas","?????"
"3918","???? ???? ????????? ???????","Ghosoun Ali Hassin and Na-
dhim Al-Rubaie","?????"
"3919","????? ????? ?????????. ???? ??","Mu'ayyad Jehamidi Muhaibis Al-Rubaieawi","?????"
"392","????? ???? ??????????????","Hasir N Hadi Mahjarnasr Al-Hilal","?????"
"3920","????? ???? ???? ???? ????????","Murtazan NaseefJassim Muhammad Al-
Baldawi","?????"
"3921","????? ???? ????? ????????? ??????","Ihsan Muhammad Shanir N Abdul Karim Al-Alaq","?????"
"3922","???? ???? ???? ????? ???????","Karim Rahman Ali Alwash Al-Maksous","?????"
"3923","????????????? ???? ???? ?????","Nizar Abdulsada Jassim Joda Sawaeed","?????"
"3924","???? ?????????? ????","Suad Jabbar Abdoun Hamza","?????"
"3925","??? ???? ???? ???? ??????","Hassan Fawzy Shihab Ahmed Al-Mayah","?????"
"3926","??? ???? ???????? ???????","Laith Furat Khadir Muhammad Al-Wasiti","?????"
"3927","??? ??? ????????","Najm Abdul Janiurshed","?????"
"3928","????? ???? ????????? ????","Adila Hamoud Hasir Nakaid Sa-
lim","?????"
"3929","???? ???? ???? ????","Ali Dhari Ali Fayyad","?????"
"393","???? ????? ???? ????? ??????","Ahmad Rasani Lazmi, the host of
the show, Zaidawi","?????"
"3930","???? ????????? ???? ????","Barq Abdulkadhim Hamel Kamel","?????"
"3931","???? ????????? ????? ????????","Salah Jabbar Busari, Manjan, Albu
Muhammad","?????"
"3932","????????? ??? ????? ???????","Fatima Kamel Hassan
Hassir Al-Safni","?????"
"3933","????? ??? ????????? ???? ????","Safwan Qusay Abdul Halim Jassim Al-Taha","?????"
"3934","???? ???? ????????? ???? ?????","Nabil Ahmed Abdul Amir Abbas Al-Mulla","?????"
"3935","???? ???????????? ???????","Ahmed Taher Jabbar Kazim Al-
Rifai","?????"
"3936","???? ??????????? ?????","Hana Jabbar Ismail Farhoud","?????"
"3937","????? ?????????????. ???? ??","Kazem Jujaan Shaher Al-Quraisy","?????"
"3938","??????? ????? ??? ????????","Haider Khalaf Salman Abdul-Waili","?????"
"3939","???????????? ?????","Haider Khadir Abbas Hasirn","?????"
"394","????? ????????? ???? ????? ????????","Wajdan Abdul Latif Nima Sabouji Al-Zalimi","?????"
"3940",".??? ????????????? ??","Shahad Abdul Amir Abbas","?????"
"3941","???? ????? ????? ???? ???????","Kamal Dhiban Ghadban Znad Al-
Qabthan Y","?????"
"3942","???? ???.? ???? ???? ???????","Confident, comfortable, and obedi-
ent","?????"
"3943","???? ??? ???????. ????? ?????",".
Salman Laithi Bahedh Mus Al-Maliki","?????"
"3944","??????????? ????? ????????","Nour Ali Karim Hassran Al-
Hasnawi","?????"
"3945","???? ???? ??? ???? ????","Firas Mohammad Reza Sadeq Mideh","?????"
"3946","???? ???? ???? ?????","Ali Kazim Qasim Salman","?????"
"3947","???????? ???????? ????","Bashar Jumaa, servant of Karim Akba","?????"
"3948","???????????? ????????? ???? ???? ?????","Nour Abdel Karim Abdel Amir Awad
Bathin Y Mansour","?????"
"3949","???? ????????? ????????? ?????","Ali Amer Mastouri Abdul Amir Tayawi","?????"
"395","???? ???? ???????? ????????? ???????","Fares Hadi Muhammad Jawad Abdul Karim Al-Taimah","?????"
"3950",".???? ???? ???? ???? ???????","Hello Obaid Shaib Kaim Al-Rukani","?????"
"3951","????????? ??? ???? ???? ????????","Abdul Karim Faraj Muhammad Ali
Al-Bukhari","?????"
"3952","???? ???? ???? ???? ?????????","Duaa Fawzi Hamza Daoud
Al-Diwani","?????"
"3953","??? ???? ???? ???? ???????","Saif Adel Rahim Ayal Al-Moussawi","?????"
"3954",".????? ???? ????? ??? ???????","Yaqut Hamid Yaqut Musa Al-Araji","?????"
"3955","???? ????? ????? ????","Ahmed Brisam Salman Khamis","?????"
"3956","???? ????????? ???? ?????????","Taiba Abdulkadhim Hamid Badr Al-Rumaidh","?????"
"3957","???? ???? ???????? ????????","Ghassan Ali Thamerson Al-Husaythan
Y","?????"
"3958","??????? ???? ?????? ????","Bakr Dari Mohsen Jabbar Issa","?????"
"3959","?????? ???? ??? ????","Yasser N. Ahmed Abdel
Ghawi","?????"
"396","???????? ???? ???? ?????????","I swear to God, I will punish you, my
neighbor","?????"
"3960","???? ???? ???? ???","Abbas Ali Bahedh Matar","?????"
"3961","????? ???? ???? ???? ???????","Hamida Mutab Jassim Ali Al-Yasiri","?????"
"3962","???? ???? ????? ???","???? ???? ????? ???","?????"
"3963","???? ???????? ????? ??????","Qasim Sahib Karim Hammadi Al-Asadi","?????"
"3964","???? ????? ???? ????","Fouad Hasir Ali Nas-
ser","?????"
"3965","???????????? ???? ????? ????????","Suhair Abdel Samad Rashid Sultan Al-Jumaili","?????"
"3966","???????? ???? ???? ???????","Haider Mohammed Lafta Dhiyab Al-Dhawahir","?????"
"3967","???? ????? ???? ???? ???????","
Tariq Sarhan Mohsen Ali Al-Saedi","?????"
"3968","??? ????? ???? ??? ????","Rana Sakban Saddam Saad Hamdi","?????"
"3969","??? ??????????????? ?????","Saif Nadeeb Abd Elaziz Mohammed El Sebae","?????"
"397","???? ????????? ???? ???? ????? ??????","Ammar Abdul Rahim Ahmed Mohammed Al-Abd Al-Imam","?????"
"3970","????? ??? ???? ????","Ghofran Abdul Mohsen Hafez","?????"
"3971","??? ???? ???? ???? ??????","Laith Majeed Abbas Mohsen Al-Shammari","?????"
"3972","???? ???????? ????? ???????","The stubbornness of Nasser Obaid Zubaidi
Al-Husayrin","?????"
"3973","???? ????? ??? ???? ????????","Zainab Hasirn Hassan Abbas Al-Hilaliyi","?????"
"3974","???? ??????? ??????? ???? ?????????","Hala Ismail Ibrahim Falih Al-Alanjawi","?????"
"3975","???? ????? ????????? ?????","???? ????? ???? ????? ?????","?????"
"3976","???? ????? ????????? ??????? ???????","Ahmed Mahmoud Mohammed Sirr YifMo-
hammed Hassan Al-Maliki","?????"
"3977","????????? ???? ????? ????","Azhar Kazem Jawad Haseer N Kh-
afaf","?????"
"3978","???? ????????????? ?????????? ??????","Hadeel Abdul-Amir Kadhim Abdul-Hassan Al-
Asadi","?????"
"3979","???? ???? ?????????? ???????","Engineer Fadel Shaker Shahir N Al-
Wasiti","?????"
"398","???? ???????? ??? ?????????","Hanan Fakher Mohammed
Fahd Al-Zarkanani","?????"
"3980","????? ??????????? ?????????? ????????","Israa SamirAbdAliAbdAlHasirN AlJashm
??","?????"
"3981","???? ???? ???? ???? ??????","Khaled Obaid Jazea Ali Al-Asadi","?????"
"3982","?????. ????? ???? ????? ??","Hasir N       Abbas Maktouf Jimajdi","?????"
"3983","???? ????? ???? ???? ??????","Engineer Mahmoud Awad Wadi Al-Bawi","?????"
"3984","??? ???????? ????","Ban Samirshahab Ahmed","?????"
"3985","???????? ??????? ????????","Haider Aboud Jarallah Taherasadi","?????"
"3986","???? ??? ????? ????","Ali Hassan Sayhoud Shalal","?????"
"3987","???? ???? ???? ??? ??????","Haider Ali Amir Abdul Amir","?????"
"3988","???? ????? ??????. ????? ????","Share with Naji Falih Hasir N       Al-
Saadi","?????"
"3989","??? ???? ????? ?????","??? ???? ????? ?????","?????"
"399","???????? ????? ???? ??????","Organized by Hassan Shanshol Ghanem Al-
Lami","?????"
"3990","???? ???? ???? ???? ????????","Ayad Nouri Jassim Poisons Al-Bouali","?????"
"3991","????????????????? ????????","Jaafar Eidankomrasalam Al-Maksousi","?????"
"3992","??? ????? ????? ???? ???????","Hind Shawfari Salman
Mahdi Al-Azzawi","?????"
"3993","??? ????? ???? ????? ?????????","Hiba Hasir N       Ali Amir
N Sultani","?????"
"3994","???????? ????? ??????????","Amer Saleh Sultan Harez Al-Saadi","?????"
"3995","??? ???? ????? ????","Raad Dawood Salman Mohammed","?????"
"3996","??? ????? ???????? ????????","Hind Noman Aziz Hamid Al-Bayanri","?????"
"3997","????????? ???????? ?????","Abdul Karim Jassim Karim Farhan","?????"
"3998","????????? ????? ????????? ??????","Abdul Rahman Ghali Nasser Ha-
sir N  Nasser","?????"
"3999","???????? ???? ?????? ??????","Ammar Jass.im Mohammed
Shabanni Al-Zaidi","?????"
"4","???? ???????? ?????????","Lina Rasool Karim Aziz Hasir N","?????"
"40","???? ? ?????????? ???? ??????","Honorable Omar Ismail Muhammad Khoshnaw","?????"
"400","???? ???? ???? ??? ????????","Alaa Jawad Moham-
med Shabl Al-Arzfari","?????"
"4000","???? ???? ???? ??????? ???????","Rayan Riyadh Subaih Ismail Al-Rahawi","?????"
"4001","???? ???? ????? ???? ????","Aqil Muhammad Hamoudi Saleh Makkia","?????"
"4002","???? ??? ????? ??? ??????","Ahmed Hassan Hamadi Hassan Al-Fayyad","?????"
"4003","???? ???? ???? ???","Ali Malik Shabib Has-
san","?????"
"4004","???? ???? ??????? ????","Nabil Khalil Ibrahim Attia","?????"
"4005","??? ???????? ????? ??????","  Amal Jaafar Ali Haseer N Al-
                      Alak","?????"
"4006","???? ???? ???? ???? ?????????","Ali Talib Hatem Ali Al-Sudani","?????"
"4007","???? ???? ??? ??? ????????","Diaa Hamid Badan Jari Al-Bounasser","?????"
"4008","???? ??????? ???? ????? ????????","  Hanan Ibrahim Attia Hasir N
                     Al-Khazaali","?????"
"4009",".???? ???? ???? ???? ???????","Yasser Hazem Jawad Kazim Al-
Janani","?????"
"401","???? ???? ??? ????? ???????","Alaa Awda KhalafHaseer N Al-Moussawi","?????"
"4010","??? ?????????? ????","May Rajabbe with you, Murad","?????"
"4011","???? ????? ???? ????? ????????","Ayad Mahmoud Hajim Sultan Al-Tamimi","?????"
"4012","???? ????????? ?????????? ???? ????????","Muhammad Abdul-Kadhim Abdul-Hasir
N       Bakhit Al-Gharani","?????"
"4013","???????? ???? ???? ??????","Jamal Kamal Ahmed Mohammed Al-Rawi","?????"
"4014","???????? ????????? ??? ????????","Haider Qasim Abdul Amir Hassan
Al-Kanani","?????"
"4015","??? ??????? ????? ??????????","Shaza Abdullah Aliwi Nasser Al-Hilli","?????"
"4016","???? ????? ??????? ???? ????????","Dawood Salman Ibrahim Abbas Al-Tamimi","?????"
"4017",".???? ????? ??????? ???? ?????? ??","Deema Mahmoud Ismail Khalil Al-Jouta Ji","?????"
"4018","???? ???????? ???? ???????","Hatem Abdelkitan Sabah Al-Boukmar","?????"
"4019","??? ????????????? ?????","Rasha Mender Rasha Karam Mahmoud Ha-
loub","?????"
"402","???? ????? ???? ???.? ???????","Muhammad Hasir N Muhammad Brij Al-Mousawi","?????"
"4020","???? ???? ???? ???? ???????","Rawaa Rashid Nemah Halil Al-Saeedi","?????"
"4021","???? ???????? ????? ??????","Khaled Nasser Raheef Majoud Makasees","?????"
"4022","??? ???????? ???? ???????","Hassan Jasm Kazem Saleh Al-Jaberi","?????"
"4023","??? ???? ????????????? ?????????","Rana Ahmed Abdelaziz Ahmed Al-Mohammadawi","?????"
"4024","???? ???? ???? ???? ?????????","Sajjad Ya'rab Fadhel Abbas Al-Quraisi","?????"
"4025","??? ???? ???? ???? ????????","Zaid Abbas Hassoun Ali Al-
Thaithan Y","?????"
"4026","???? ???? ??? ????? ???????","Ghalib Hamid Abdul Sultan Al-Azzawi","?????"
"4027","???? ???? ??????? ???? ???????","Arwa Kamel Abdullah Salim Al-Qaisi","?????"
"4028","???? ????????? ???? ??? ???????","Khaled Abdulkhaliq Ali Maji Al-Rubaie","?????"
"4029",".???? ???? ???.? ???? ???????","Ammar Sabih Shuwai'i Badr Al-Aqani","?????"
"403","???? ???????. ????? ???? ??","Nadia Mohammed Jikmish Al-Aboudi","?????"
"4030","???? ???? ?????? ??? ????????","Rashid Hamid Sarr Mot Khalaf
Al-Dulaimi","?????"
"4031","???? ??? ????? ????? ??????","Alaa Hassan Sirr Y Mohsen Al Ba-
dri","?????"
"4032","???? ???? ???? ????? ?????????","Alaa Rahim Hamid Bustan Al-Muhammadawi","?????"
"4033","????????? ????????? ???????????","The fruits of Riyadh Abdul Amir Jaber Al-Mazloum","?????"
"4034","???? ???? ??????? ??? ????????","Safaa Khalil Ibrahim Raad Al-Husaythan
Y","?????"
"4035","???? ???? ???? ????","Younis Ali Al-Fatt Salim","?????"
"4036","???? ???? ???? ???? ??????","Ahmed Mohammed Ayal Sael Al Shamri","?????"
"4037","????? ???? ???? ?????? ????????","Adnan Juma Fayyad Yasir N        Al-Sakukiyi","?????"
"4038","???? ???? ???????? ???? ?????","Athal Ahmed Abdul Redha Mohammed Al-Dahkha","?????"
"4039","???? ???? ????? ????? ????????","Ghassan Hamid Douhan Farhan Al-Maamouri","?????"
"404","???????? ????? ???? ?????????","Samir Qasim Salman Qasim Al-Qatrani","?????"
"4040","??????? ???? ???? ???? ???????","Abdullah Tariq Talib Muhammad Al-Nassir Y","?????"
"4041","???? ???? ????? ??? ?????? ????????","Ahmed Jamal Marjan Abdul Amir Al-Tamimi","?????"
"4042","????? ???? ???? ??? ???????","Asmaa Khamis Saleh Faraj Al-Mohammadi","?????"
"4043","????????????????? ???? ??????????","Nimir Abdul-Jabbar Fadhel Moh-
sen Al-Bir Manni","?????"
"4044","???? ???? ???????. ???? ??","Taherjikadhim Ali al-Moussawi","?????"
"4045","???????? ???? ????????????","Jawad Kazem Nemah Nasser Al-Fatlawi","?????"
"4046","????? ???? ????????? ????? ????????","Mayassa Muwaffaq Abdul Karim Taw-
fiq Al-Bayanri","?????"
"4047","???? ???? ???? ???????","Majed Boutros Daoud Majoushia","?????"
"4048","???? ???? ????? ???? ??????","Lamis Saadi Mahmoud, lover of my
life","?????"
"4049","???????? ???? ???? ????????","Haider Hashim Mohammed Obaid
Al-Akeili","?????"
"405","???? ????????? ????????? ?????","Hassan Abdul Latif Nasir Hasir N Al Has-
san","?????"
"4050","??? ???? ???? ???? ???????","Jahil Tarish Al-Khalidi passed by me","?????"
"4051","????????. ???? ??????? ???????","Sadiq Abdullah Khadirghin Al-Muhyawi","?????"
"4052","???????????? ???? ???? ????????","Victory Hassanni Saeed Taama Al-Naeemiyi","?????"
"4053","???????. ???? ??? ??????","Faeq Khalaf Jafarhi Al-Shamousi","?????"
"4054",".???? ???? ???? ??????????","Ali Kazem Ali Nour Al-Araji","?????"
"4055",".???? ???? ????? ??? ???????","Ahmed Abbas Hasirn Abdul Daraji","?????"
"4056","???? ???? ???? ????? ??????????","Ali Nimah Muhammad Aifan Al-Mahaweli","?????"
"4057","????? ?????????? ?????????? ????????","Salama Abdulhassin Sankur Hassin Al-Wandawi","?????"
"4058","??? ???????????? ????? ??????","Laith Muhammad Ali Yazm Sawala Al-
Awsi","?????"
"4059","???????? ????? ?????????","Thamer Youssef Hamadi Omar Al-Attiyah","?????"
"406","???? ???? ???? ????? ???????","Baraa Qasim Jiyad Salman Al-Dhaifin
Y","?????"
"4060","???? ???? ??????? ???? ????????","Ahmed Sami Abdullah Ali Al-
Juwaithan Y","?????"
"4061","??? ????????? ????? ???????? ?? ??? ?????","Saif Abdul Razzaq Haseer N Muhammad Ali Al Sheikh Haseer
N","?????"
"4062",".??? ???? ????? ??? ???????","Ban Abbas Haseer N Abdul Daraji","?????"
"4063",".??? ???????. ??? ???? ????","Saad SamiNaji Abdul Khafaji","?????"
"4064","???? ????????? ???? ????? ???????","Mohammed Abdul Qader Saleh Qaddouri Al-Ubaidi","?????"
"4065","???? ???? ????????? ???????? ????????","Weam Qasim Abdul Abbas Abdul Redha
Al Shabanni","?????"
"4066","???? ???? ???? ??? ????????","Aqeel Mohammed Falih Hassan Al-Akeili","?????"
"4067","???? ???? ???? ?????","Muhammad Jawad Hamid
Rasn Y","?????"
"4068","????? ???? ???? ???? ??????","Oran Naim Muhammad Naim Al-Zaidi","?????"
"4069","???? ???? ???? ????","Sabah Ahmed Abbas Jassim","?????"
"407","???? ???? ???? ???? ????","Ali Faleh Awad Rashid Abbas","?????"
"4070","???????????? ?????????","Sadiq Karim Kazim Mushir Shafi'i","?????"
"4071","????????. ???????? ??? ??","Riyadh Kazim Mahshji Al-Aliawi","?????"
"4072",".???? ????? ??? ???","???? ????? ????? ???","?????"
"4073","???? ??????? ???? ????? ?????????","Ali Abdel Ali Trad Akmoush Al-Gharibawi","?????"
"4074",".??? ??? ??????? ???????. ??","Jihassan Najm Abdullah Al-Atani","?????"
"4075","???? ??? ???? ??? ?????","Maytham Hassan Jassim Shalash Zubaidi","?????"
"4076","??? ????????? ???? ???????","Maha Star Mahmoud Jawad Al-Anbaki","?????"
"4077","???? ???????? ????????? ???????","Falah Abdul Hassan Mahorshozi Al-Jadri","?????"
"4078","???????? ???? ????","Mohammed Karim Jassim Breim","?????"
"4079","???? ??????? ????","Roqaya Samir Abdel Mohammed","?????"
"408","???? ???? ????? ???? ???????","Susan Habib Hasiran Ali Al-Moussawi","?????"
"4080","???? ???? ?????????? ???????????","Muhammad Abbas Abdul-Hasir N. Kh-
udair Al-Rufai","?????"
"4081","???? ????? ???? ????? ???????","Ali Haseer N Mohammed Ha-
seer N Al-Sabahi","?????"
"4082","???? ???? ????? ??? ???????","Hazem Hadi Dhiban Mous Al-Dawri","?????"
"4083","?????? ?????????? ?????? ?????","Ebtihal Abdelhassin Arhimah Sub-
han","?????"
"4084","??? ??????? ???? ????????","Hoda Jabbar Abdul Abbas Al-Hasnawi","?????"
"4085","????????????? ??? ??? ??????????","Abdul Aziz Udayd Izzat Hamad Al-Mashhadani","?????"
"4086","???? ????? ???? ?????","Khawla Alawi Saleh Salman","?????"
"4087","??? ????? ????????????????????","Rana Hasir Abdul Jabbar Awiz Al Ameri","?????"
"4088","???? ???? ???? ???? ??????","Wafaa Salem Barak Mohsen Al Mohsen","?????"
"4089","????????? ???? ???? ?????? ??????","????????? ???? ???? ?????? ??????","?????"
"409","???? ????????? ??????? ??? ???????","
Ali Abdul-Hafiz Ibrahim Musa Al-Salji","?????"
"4090",".???? ???? ?????????????? ??????","Marwa Majed Abdulhasir Nakadhim Al-Shaji","?????"
"4091","??????????????? ??? ???? ????????","????? ?????????? ??? ???? ????????","?????"
"4092","??? ???? ????????? ?????","??? ???? ????????? ?????","?????"
"4093","???????? ???? ????","Haider Saeb Talib Dawood","?????"
"4094","?????????? ????? ????? ????????","Victory Attia Alwan Hasir N       Al-Hadrawi","?????"
"4095","???? ????????? ???? ????","Aqil Abdul Karim Lafta Hashim","?????"
"4096","???? ???? ????????","Faten Saleh Grosserhan","?????"
"4097","??? ????? ???? ????? ??????????","Adi Ayada Jassim Hammadi Al-Mashhadani","?????"
"4098","???????? ????????? ???? ???????","Suhair Khaled Abdul Amir Mahdi Al-Azzawi","?????"
"4099","??? ??????? ???? ???????","Noha Shaker Abdul Jassim Al-Miyaji","?????"
"41","??? ???? ????? ?????????","     Hassan Ahmed Sirr Yif Moha-
                 mmed Amir N","?????"
"410","???????. ???????? ???? ????","Samer MuzayidNaji Al-Bouad","?????"
"4100",".???? ???? ???? ????? ???????","Ali Ahmed Rahim Alwan Al-Jalani","?????"
"4101","???? ???????????? ???????","Jalil Khadir Ghair Obaid Al-Miyaji","?????"
"4102","????? ????? ???? ????? ??????","Virgin Imran Jawad Darwish Al-Aswad","?????"
"4103","????? ???? ???? ??? ?????? ????","Fatima Basil Fadel Abdul Jalil Jalal","?????"
"4104","??? ???? ???? ???? ????????","Shahid Abbas Ahmed Ali Al-Khazaali","?????"
